goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 13:42:34.720,207.59199999999998,7.399421,31.987000000000002
2021-06-30 13:42:43.370,208.317,10.000318,5.365
2021-06-30 13:42:54.597,206.93200000000002,7.800321,34.747
2021-06-30 13:43:03.654,205.96200000000002,9.200309,36.729
2021-06-30 13:43:14.110,207.49,10.40015,9.36
2021-06-30 13:43:25.740,208.124,11.600164,14.712
2021-06-30 13:43:38.575,209.959,9.000103,36.937999999999995
2021-06-30 13:43:48.834,206.94799999999998,10.000124,7.927999999999999
2021-06-30 13:44:00.064,7.861999999999999,10.401843,4.295
2021-06-30 13:44:11.489,207.40800000000002,10.600111,6.481
2021-06-30 13:44:23.314,208.982,7.400226,33.792
2021-06-30 13:44:31.972,207.286,11.600044,14.67
