goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 17:32:07.875,206.91899999999998,9.400192,30.889
2021-06-30 17:32:18.525,205.33499999999998,10.400074,2.591
2021-06-30 17:32:30.149,206.996,6.599701,25.303
2021-06-30 17:32:37.992,206.285,10.80014,36.575
2021-06-30 17:32:50.045,205.63,8.000177,28.192999999999998
2021-06-30 17:32:59.288,205.258,11.800096,5.646
2021-06-30 17:33:12.308,207.77300000000002,7.59928,26.947
2021-06-30 17:33:21.152,206.549,11.000157,2.294
2021-06-30 17:33:33.371,205.846,8.400143,30.011
2021-06-30 17:33:43.016,206.26500000000001,10.400047,1.688
2021-06-30 17:33:54.638,205.441,7.200152,24.407
2021-06-30 17:34:03.077,206.124,12.000385,4.4910000000000005
