timestamp,power_mW
2021-06-30 22:56:26.110,28816.0
2021-06-30 22:56:26.149,25530.0
2021-06-30 22:56:26.151,23676.0
2021-06-30 22:56:26.152,24872.0
2021-06-30 22:56:26.154,24616.0
2021-06-30 22:56:26.155,24718.0
2021-06-30 22:56:26.156,26520.0
2021-06-30 22:56:26.158,24720.0
2021-06-30 22:56:26.159,25058.0
2021-06-30 22:56:26.161,24826.0
2021-06-30 22:56:26.162,26006.0
2021-06-30 22:56:26.165,24944.0
2021-06-30 22:56:26.170,25072.0
2021-06-30 22:56:26.175,27290.0
2021-06-30 22:56:26.180,25988.0
2021-06-30 22:56:26.185,23658.0
2021-06-30 22:56:26.190,24206.0
2021-06-30 22:56:26.195,25390.0
2021-06-30 22:56:26.200,25606.0
2021-06-30 22:56:26.205,24448.0
2021-06-30 22:56:26.210,23214.0
2021-06-30 22:56:26.215,23364.0
2021-06-30 22:56:26.220,24386.0
2021-06-30 22:56:26.225,25078.0
2021-06-30 22:56:26.230,24056.0
2021-06-30 22:56:26.235,23014.0
2021-06-30 22:56:26.240,23606.0
2021-06-30 22:56:26.245,23702.0
2021-06-30 22:56:26.250,24278.0
2021-06-30 22:56:26.255,22916.0
2021-06-30 22:56:26.260,24174.0
2021-06-30 22:56:26.265,23482.0
2021-06-30 22:56:26.270,24518.0
2021-06-30 22:56:26.275,25598.0
2021-06-30 22:56:26.280,26582.0
2021-06-30 22:56:26.285,25586.0
2021-06-30 22:56:26.290,23282.0
2021-06-30 22:56:26.295,22790.0
2021-06-30 22:56:26.300,23268.0
2021-06-30 22:56:26.305,24574.0
2021-06-30 22:56:26.310,24314.0
2021-06-30 22:56:26.315,23236.0
2021-06-30 22:56:26.320,24698.0
2021-06-30 22:56:26.325,26162.0
2021-06-30 22:56:26.330,23912.0
2021-06-30 22:56:26.335,24556.0
2021-06-30 22:56:26.340,23430.0
2021-06-30 22:56:26.345,23026.0
2021-06-30 22:56:26.350,23164.0
2021-06-30 22:56:26.355,25018.0
2021-06-30 22:56:26.360,24780.0
2021-06-30 22:56:26.365,24220.0
2021-06-30 22:56:26.370,25662.0
2021-06-30 22:56:26.375,24194.0
2021-06-30 22:56:26.380,25118.0
2021-06-30 22:56:26.385,25818.0
2021-06-30 22:56:26.390,23666.0
2021-06-30 22:56:26.395,24174.0
2021-06-30 22:56:26.400,24298.0
2021-06-30 22:56:26.405,23568.0
2021-06-30 22:56:26.410,23404.0
2021-06-30 22:56:26.415,24180.0
2021-06-30 22:56:26.420,23702.0
2021-06-30 22:56:26.425,24796.0
2021-06-30 22:56:26.430,23498.0
2021-06-30 22:56:26.435,23822.0
2021-06-30 22:56:26.440,23086.0
2021-06-30 22:56:26.445,24484.0
2021-06-30 22:56:26.450,23338.0
2021-06-30 22:56:26.455,23636.0
2021-06-30 22:56:26.460,24720.0
2021-06-30 22:56:26.465,24262.0
2021-06-30 22:56:26.470,25360.0
2021-06-30 22:56:26.475,23986.0
2021-06-30 22:56:26.480,25622.0
2021-06-30 22:56:26.485,23006.0
2021-06-30 22:56:26.490,23092.0
2021-06-30 22:56:26.495,24114.0
2021-06-30 22:56:26.500,24936.0
2021-06-30 22:56:26.505,25766.0
2021-06-30 22:56:26.510,24084.0
2021-06-30 22:56:26.515,24698.0
2021-06-30 22:56:26.520,24082.0
2021-06-30 22:56:26.525,24976.0
2021-06-30 22:56:26.530,23718.0
2021-06-30 22:56:26.535,26198.0
2021-06-30 22:56:26.540,23024.0
2021-06-30 22:56:26.545,25798.0
2021-06-30 22:56:26.550,24410.0
2021-06-30 22:56:26.555,25036.0
2021-06-30 22:56:26.560,25772.0
2021-06-30 22:56:26.565,24848.0
2021-06-30 22:56:26.570,25448.0
2021-06-30 22:56:26.575,25140.0
2021-06-30 22:56:26.580,25426.0
2021-06-30 22:56:26.585,23882.0
2021-06-30 22:56:26.590,25038.0
2021-06-30 22:56:26.595,23342.0
2021-06-30 22:56:26.600,25110.0
2021-06-30 22:56:26.605,25182.0
2021-06-30 22:56:26.610,23534.0
2021-06-30 22:56:26.616,24426.0
2021-06-30 22:56:26.620,25746.0
2021-06-30 22:56:26.625,25244.0
2021-06-30 22:56:26.630,23950.0
2021-06-30 22:56:26.635,23042.0
2021-06-30 22:56:26.640,23314.0
2021-06-30 22:56:26.645,25094.0
2021-06-30 22:56:26.650,23840.0
2021-06-30 22:56:26.655,24150.0
2021-06-30 22:56:26.660,24206.0
2021-06-30 22:56:26.665,25064.0
2021-06-30 22:56:26.670,24806.0
2021-06-30 22:56:26.675,24478.0
2021-06-30 22:56:26.680,24924.0
2021-06-30 22:56:26.685,23036.0
2021-06-30 22:56:26.690,25170.0
2021-06-30 22:56:26.695,22860.0
2021-06-30 22:56:26.701,22932.0
2021-06-30 22:56:26.705,22918.0
2021-06-30 22:56:26.710,24612.0
2021-06-30 22:56:26.715,24436.0
2021-06-30 22:56:26.720,25822.0
2021-06-30 22:56:26.725,26654.0
2021-06-30 22:56:26.730,26294.0
2021-06-30 22:56:26.735,25658.0
2021-06-30 22:56:26.740,23206.0
2021-06-30 22:56:26.745,23092.0
2021-06-30 22:56:26.750,25544.0
2021-06-30 22:56:26.755,24420.0
2021-06-30 22:56:26.760,28456.0
2021-06-30 22:56:26.765,25746.0
2021-06-30 22:56:26.770,26378.0
2021-06-30 22:56:26.775,24714.0
2021-06-30 22:56:26.780,25534.0
2021-06-30 22:56:26.786,26978.0
2021-06-30 22:56:26.790,25710.0
2021-06-30 22:56:26.795,24672.0
2021-06-30 22:56:26.800,23092.0
2021-06-30 22:56:26.805,24042.0
2021-06-30 22:56:26.810,24366.0
2021-06-30 22:56:26.815,24484.0
2021-06-30 22:56:26.820,24602.0
2021-06-30 22:56:26.825,24970.0
2021-06-30 22:56:26.830,24966.0
2021-06-30 22:56:26.835,24600.0
2021-06-30 22:56:26.840,25998.0
2021-06-30 22:56:26.845,23440.0
2021-06-30 22:56:26.850,22578.0
2021-06-30 22:56:26.855,23774.0
2021-06-30 22:56:26.860,24554.0
2021-06-30 22:56:26.865,24098.0
2021-06-30 22:56:26.870,24380.0
2021-06-30 22:56:26.875,25026.0
2021-06-30 22:56:26.880,23846.0
2021-06-30 22:56:26.885,24540.0
2021-06-30 22:56:26.890,24746.0
2021-06-30 22:56:26.895,25176.0
2021-06-30 22:56:26.900,24566.0
2021-06-30 22:56:26.905,24538.0
2021-06-30 22:56:26.910,24760.0
2021-06-30 22:56:26.915,24764.0
2021-06-30 22:56:26.920,25736.0
2021-06-30 22:56:26.925,23728.0
2021-06-30 22:56:26.930,25760.0
2021-06-30 22:56:26.935,25252.0
2021-06-30 22:56:26.940,24432.0
2021-06-30 22:56:26.945,24220.0
2021-06-30 22:56:26.950,27106.0
2021-06-30 22:56:26.955,24822.0
2021-06-30 22:56:26.960,25586.0
2021-06-30 22:56:26.965,27994.0
2021-06-30 22:56:26.970,27752.0
2021-06-30 22:56:26.975,28044.0
2021-06-30 22:56:26.980,27048.0
2021-06-30 22:56:26.985,26840.0
2021-06-30 22:56:26.990,25336.0
2021-06-30 22:56:26.995,25514.0
2021-06-30 22:56:27.000,26506.0
2021-06-30 22:56:27.005,27556.0
2021-06-30 22:56:27.010,25828.0
2021-06-30 22:56:27.015,26742.0
2021-06-30 22:56:27.020,27650.0
2021-06-30 22:56:27.025,25540.0
2021-06-30 22:56:27.030,26650.0
2021-06-30 22:56:27.035,25848.0
2021-06-30 22:56:27.040,26556.0
2021-06-30 22:56:27.045,26022.0
2021-06-30 22:56:27.050,25082.0
2021-06-30 22:56:27.055,26500.0
2021-06-30 22:56:27.060,26684.0
2021-06-30 22:56:27.065,26880.0
2021-06-30 22:56:27.070,28594.0
2021-06-30 22:56:27.075,25970.0
2021-06-30 22:56:27.080,25896.0
2021-06-30 22:56:27.085,25262.0
2021-06-30 22:56:27.090,25324.0
2021-06-30 22:56:27.095,26510.0
2021-06-30 22:56:27.100,26624.0
2021-06-30 22:56:27.105,26412.0
2021-06-30 22:56:27.110,27398.0
2021-06-30 22:56:27.115,25510.0
2021-06-30 22:56:27.120,28280.0
2021-06-30 22:56:27.125,27070.0
2021-06-30 22:56:27.130,29102.0
2021-06-30 22:56:27.135,24720.0
2021-06-30 22:56:27.140,25678.0
2021-06-30 22:56:27.145,26848.0
2021-06-30 22:56:27.150,26290.0
2021-06-30 22:56:27.155,25788.0
2021-06-30 22:56:27.160,27074.0
2021-06-30 22:56:27.165,25796.0
2021-06-30 22:56:27.170,25852.0
2021-06-30 22:56:27.175,27260.0
2021-06-30 22:56:27.180,27012.0
2021-06-30 22:56:27.185,25418.0
2021-06-30 22:56:27.190,26506.0
2021-06-30 22:56:27.195,26732.0
2021-06-30 22:56:27.200,25520.0
2021-06-30 22:56:27.205,26048.0
2021-06-30 22:56:27.210,26458.0
2021-06-30 22:56:27.215,25832.0
2021-06-30 22:56:27.220,27214.0
