goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 22:56:38.432,206.35600000000002,10.000473,32.171
2021-06-30 22:56:49.682,206.936,13.400192,14.872
2021-06-30 22:57:04.315,208.721,9.00018,29.099
2021-06-30 22:57:14.564,206.235,16.000157,15.608
2021-06-30 22:57:31.797,206.989,11.000184,1.827
2021-06-30 22:57:44.017,207.362,15.600162,17.476
2021-06-30 22:58:00.855,205.46800000000002,10.000225,36.307
2021-06-30 22:58:12.108,7.521,14.20019,11.289
2021-06-30 22:58:27.338,205.569,10.400127,33.304
2021-06-30 22:58:38.989,206.65200000000002,14.400128,13.22
2021-06-30 22:58:54.619,206.589,10.199887,34.524
2021-06-30 22:59:06.071,206.10999999999999,14.800136,14.754
