frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 17:11:41.708,365,6,2021-06-30 17:11:41.756,50,,2021-06-30 17:11:41.757,1.0
2021-06-30 17:11:41.800,371,6,2021-06-30 17:11:41.848,48,,2021-06-30 17:11:41.850,2.0
2021-06-30 17:11:41.895,367,6,2021-06-30 17:11:41.949,54,,2021-06-30 17:11:41.950,1.0
2021-06-30 17:11:41.990,372,6,2021-06-30 17:11:42.037,47,,2021-06-30 17:11:42.039,2.0
2021-06-30 17:11:42.085,367,6,2021-06-30 17:11:42.132,47,,2021-06-30 17:11:42.137,5.0
2021-06-30 17:11:42.181,369,6,2021-06-30 17:11:42.230,49,,2021-06-30 17:11:42.231,1.0
2021-06-30 17:11:42.281,365,6,2021-06-30 17:11:42.338,57,,2021-06-30 17:11:42.340,2.0
2021-06-30 17:11:42.381,375,6,2021-06-30 17:11:42.443,62,,2021-06-30 17:11:42.445,2.0
2021-06-30 17:11:42.481,363,6,2021-06-30 17:11:42.536,55,,2021-06-30 17:11:42.538,2.0
2021-06-30 17:11:42.581,365,5,2021-06-30 17:11:42.637,57,,2021-06-30 17:11:42.643,6.0
2021-06-30 17:11:42.682,371,5,2021-06-30 17:11:42.737,56,,2021-06-30 17:11:42.738,1.0
2021-06-30 17:11:42.782,370,6,2021-06-30 17:11:42.837,56,,2021-06-30 17:11:42.838,1.0
2021-06-30 17:11:42.882,369,6,2021-06-30 17:11:42.939,57,,2021-06-30 17:11:42.940,1.0
2021-06-30 17:11:42.981,377,6,2021-06-30 17:11:43.038,57,,2021-06-30 17:11:43.040,2.0
2021-06-30 17:11:43.081,373,6,2021-06-30 17:11:43.138,57,,2021-06-30 17:11:43.139,1.0
2021-06-30 17:11:43.182,369,5,2021-06-30 17:11:43.235,54,,2021-06-30 17:11:43.237,2.0
2021-06-30 17:11:43.281,370,6,2021-06-30 17:11:43.335,54,,2021-06-30 17:11:43.337,2.0
2021-06-30 17:11:43.381,375,6,2021-06-30 17:11:43.435,54,,2021-06-30 17:11:43.437,2.0
2021-06-30 17:11:43.481,375,6,2021-06-30 17:11:43.535,55,,2021-06-30 17:11:43.537,2.0
2021-06-30 17:11:43.582,369,5,2021-06-30 17:11:43.636,55,,2021-06-30 17:11:43.637,1.0
2021-06-30 17:11:43.682,375,6,2021-06-30 17:11:43.738,56,,2021-06-30 17:11:43.745,7.0
2021-06-30 17:11:43.782,374,5,2021-06-30 17:11:43.839,58,,2021-06-30 17:11:43.840,1.0
2021-06-30 17:11:43.881,367,6,2021-06-30 17:11:43.937,56,,2021-06-30 17:11:43.938,1.0
2021-06-30 17:11:43.981,366,6,2021-06-30 17:11:44.038,57,,2021-06-30 17:11:44.039,1.0
2021-06-30 17:11:44.081,385,6,2021-06-30 17:11:44.142,61,,2021-06-30 17:11:44.143,1.0
2021-06-30 17:11:44.182,433,6,2021-06-30 17:11:44.244,63,,2021-06-30 17:11:44.246,2.0
2021-06-30 17:11:44.281,483,6,2021-06-30 17:11:44.349,69,,2021-06-30 17:11:44.350,1.0
2021-06-30 17:11:44.381,487,7,2021-06-30 17:11:44.444,63,,2021-06-30 17:11:44.445,1.0
2021-06-30 17:11:44.482,493,6,2021-06-30 17:11:44.552,71,,2021-06-30 17:11:44.554,2.0
2021-06-30 17:11:44.581,498,7,2021-06-30 17:11:44.651,70,,2021-06-30 17:11:44.652,1.0
2021-06-30 17:11:44.681,500,7,2021-06-30 17:11:44.750,69,,2021-06-30 17:11:44.751,1.0
2021-06-30 17:11:44.782,500,7,2021-06-30 17:11:44.844,62,,2021-06-30 17:11:44.845,1.0
2021-06-30 17:11:44.882,500,7,2021-06-30 17:11:44.943,61,,2021-06-30 17:11:44.944,1.0
2021-06-30 17:11:44.981,500,7,2021-06-30 17:11:45.050,69,,2021-06-30 17:11:45.052,2.0
2021-06-30 17:11:45.082,500,7,2021-06-30 17:11:45.146,64,,2021-06-30 17:11:45.147,1.0
2021-06-30 17:11:45.181,500,7,2021-06-30 17:11:45.246,65,,2021-06-30 17:11:45.248,2.0
2021-06-30 17:11:45.281,500,8,2021-06-30 17:11:45.346,65,,2021-06-30 17:11:45.347,1.0
2021-06-30 17:11:45.382,500,7,2021-06-30 17:11:45.455,74,,2021-06-30 17:11:45.464,9.0
2021-06-30 17:11:45.482,500,7,2021-06-30 17:11:45.554,73,,2021-06-30 17:11:45.558,4.0
2021-06-30 17:11:45.581,500,7,2021-06-30 17:11:45.650,69,,2021-06-30 17:11:45.651,1.0
