goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 17:11:43.754,206.358,8.000139,25.503
2021-06-30 17:11:52.997,206.207,10.400188,34.605
2021-06-30 17:12:04.651,206.208,6.800146,22.646
2021-06-30 17:12:12.690,9.443,11.60085,37.707
2021-06-30 17:12:25.347,206.093,11.399947,2.96
2021-06-30 17:12:37.966,205.53199999999998,12.000202,5.266
2021-06-30 17:12:51.187,8.246,14.200245,7.509
2021-06-30 17:13:06.413,207.207,11.400784,4.009
2021-06-30 17:13:19.036,206.361,7.600137,26.502000000000002
2021-06-30 17:13:27.879,206.506,11.600187,36.307
2021-06-30 17:13:40.731,206.087,8.600386,30.526999999999997
2021-06-30 17:13:50.577,205.85500000000002,11.200068,2.077
