frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 12:16:48.709,408,7,2021-06-30 12:16:48.763,55,,2021-06-30 12:16:48.767,4.0
2021-06-30 12:16:48.807,407,6,2021-06-30 12:16:48.866,59,,2021-06-30 12:16:48.868,2.0
2021-06-30 12:16:48.907,400,5,2021-06-30 12:16:48.955,49,,2021-06-30 12:16:48.959,4.0
2021-06-30 12:16:49.007,412,6,2021-06-30 12:16:49.058,51,,2021-06-30 12:16:49.061,3.0
2021-06-30 12:16:49.107,404,6,2021-06-30 12:16:49.166,59,,2021-06-30 12:16:49.167,1.0
2021-06-30 12:16:49.207,407,6,2021-06-30 12:16:49.266,60,,2021-06-30 12:16:49.268,2.0
2021-06-30 12:16:49.307,407,6,2021-06-30 12:16:49.361,54,,2021-06-30 12:16:49.364,3.0
2021-06-30 12:16:49.408,401,5,2021-06-30 12:16:49.466,59,,2021-06-30 12:16:49.468,2.0
2021-06-30 12:16:49.507,391,6,2021-06-30 12:16:49.565,58,,2021-06-30 12:16:49.567,2.0
2021-06-30 12:16:49.607,412,6,2021-06-30 12:16:49.666,60,,2021-06-30 12:16:49.668,2.0
2021-06-30 12:16:49.707,406,6,2021-06-30 12:16:49.766,59,,2021-06-30 12:16:49.767,1.0
2021-06-30 12:16:49.807,395,6,2021-06-30 12:16:49.857,50,,2021-06-30 12:16:49.863,6.0
2021-06-30 12:16:49.907,410,6,2021-06-30 12:16:49.966,60,,2021-06-30 12:16:49.968,2.0
2021-06-30 12:16:50.008,406,6,2021-06-30 12:16:50.067,60,,2021-06-30 12:16:50.068,1.0
2021-06-30 12:16:50.107,405,6,2021-06-30 12:16:50.169,62,,2021-06-30 12:16:50.170,1.0
2021-06-30 12:16:50.207,407,6,2021-06-30 12:16:50.266,59,,2021-06-30 12:16:50.267,1.0
2021-06-30 12:16:50.308,403,6,2021-06-30 12:16:50.361,54,,2021-06-30 12:16:50.363,2.0
2021-06-30 12:16:50.407,404,6,2021-06-30 12:16:50.466,60,,2021-06-30 12:16:50.467,1.0
2021-06-30 12:16:50.507,414,6,2021-06-30 12:16:50.567,60,,2021-06-30 12:16:50.569,2.0
2021-06-30 12:16:50.607,402,6,2021-06-30 12:16:50.665,58,,2021-06-30 12:16:50.666,1.0
2021-06-30 12:16:50.707,409,6,2021-06-30 12:16:50.768,61,,2021-06-30 12:16:50.769,1.0
2021-06-30 12:16:50.808,409,5,2021-06-30 12:16:50.856,49,,2021-06-30 12:16:50.860,4.0
2021-06-30 12:16:50.907,401,5,2021-06-30 12:16:50.965,59,,2021-06-30 12:16:50.966,1.0
2021-06-30 12:16:51.007,411,6,2021-06-30 12:16:51.069,63,,2021-06-30 12:16:51.070,1.0
2021-06-30 12:16:51.107,413,6,2021-06-30 12:16:51.159,52,,2021-06-30 12:16:51.161,2.0
2021-06-30 12:16:51.207,454,6,2021-06-30 12:16:51.272,65,,2021-06-30 12:16:51.273,1.0
2021-06-30 12:16:51.307,487,6,2021-06-30 12:16:51.369,63,,2021-06-30 12:16:51.371,2.0
2021-06-30 12:16:51.407,490,6,2021-06-30 12:16:51.478,71,,2021-06-30 12:16:51.479,1.0
2021-06-30 12:16:51.508,494,6,2021-06-30 12:16:51.574,67,,2021-06-30 12:16:51.576,2.0
2021-06-30 12:16:51.607,498,7,2021-06-30 12:16:51.678,71,,2021-06-30 12:16:51.680,2.0
2021-06-30 12:16:51.708,500,7,2021-06-30 12:16:51.780,73,,2021-06-30 12:16:51.781,1.0
2021-06-30 12:16:51.807,500,7,2021-06-30 12:16:51.879,72,,2021-06-30 12:16:51.881,2.0
