timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 19:58:07.438494,TCP,192.168.1.7,22,192.168.1.9,52894,594
2021-06-30 19:58:07.479082,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:07.481596,TCP,192.168.1.7,22,192.168.1.9,52894,130
2021-06-30 19:58:07.481627,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:07.482857,TCP,192.168.1.9,52894,192.168.1.7,22,162
2021-06-30 19:58:07.484720,TCP,192.168.1.7,22,192.168.1.9,52894,66
2021-06-30 19:58:07.489347,TCP,192.168.1.7,22,192.168.1.9,52894,114
2021-06-30 19:58:07.489378,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:07.490286,TCP,192.168.1.9,52894,192.168.1.7,22,210
2021-06-30 19:58:07.492029,TCP,192.168.1.7,22,192.168.1.9,52894,66
2021-06-30 19:58:07.493513,TCP,192.168.1.7,22,192.168.1.9,52894,178
2021-06-30 19:58:07.493558,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:09.179341,TCP,192.168.1.7,22,192.168.1.9,52894,226
2021-06-30 19:58:09.179342,TCP,192.168.1.7,22,192.168.1.9,52894,210
2021-06-30 19:58:09.179342,TCP,192.168.1.7,22,192.168.1.9,52894,210
2021-06-30 19:58:09.179389,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:09.179422,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:09.179432,TCP,192.168.1.9,52894,192.168.1.7,22,78
2021-06-30 19:58:09.383896,TCP,192.168.1.7,22,192.168.1.9,52894,178
2021-06-30 19:58:09.383896,TCP,192.168.1.7,22,192.168.1.9,52894,210
2021-06-30 19:58:09.383930,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:09.383973,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:12.353247,TCP,192.168.1.7,22,192.168.1.9,52894,178
2021-06-30 19:58:12.353247,TCP,192.168.1.7,22,192.168.1.9,52894,162
2021-06-30 19:58:12.353247,TCP,192.168.1.7,22,192.168.1.9,52894,210
2021-06-30 19:58:12.353247,TCP,192.168.1.7,22,192.168.1.9,52894,210
2021-06-30 19:58:12.353264,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:12.353281,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:12.353286,TCP,192.168.1.9,52894,192.168.1.7,22,66
2021-06-30 19:58:12.353289,TCP,192.168.1.9,52894,192.168.1.7,22,78
2021-06-30 19:58:12.558333,TCP,192.168.1.7,35250,192.168.1.9,22,74
2021-06-30 19:58:12.558369,TCP,192.168.1.9,22,192.168.1.7,35250,74
2021-06-30 19:58:12.560007,TCP,192.168.1.7,35250,192.168.1.9,22,66
2021-06-30 19:58:12.561358,TCP,192.168.1.7,35250,192.168.1.9,22,90
2021-06-30 19:58:12.561374,TCP,192.168.1.9,22,192.168.1.7,35250,66
2021-06-30 19:58:12.567036,TCP,192.168.1.9,22,192.168.1.7,35250,107
2021-06-30 19:58:12.568460,TCP,192.168.1.7,35250,192.168.1.9,22,66
2021-06-30 19:58:12.568484,TCP,192.168.1.9,22,192.168.1.7,35250,1146
2021-06-30 19:58:12.570446,TCP,192.168.1.7,35250,192.168.1.9,22,66
2021-06-30 19:58:12.570769,TCP,192.168.1.7,35250,192.168.1.9,22,706
2021-06-30 19:58:12.570781,TCP,192.168.1.9,22,192.168.1.7,35250,66
2021-06-30 19:58:12.573165,TCP,192.168.1.7,35250,192.168.1.9,22,90
2021-06-30 19:58:12.573180,TCP,192.168.1.9,22,192.168.1.7,35250,66
2021-06-30 19:58:12.576807,TCP,192.168.1.9,22,192.168.1.7,35250,346
2021-06-30 19:58:12.578804,TCP,192.168.1.7,35250,192.168.1.9,22,66
2021-06-30 19:58:12.656988,TCP,192.168.1.7,35250,192.168.1.9,22,338
2021-06-30 19:58:12.657020,TCP,192.168.1.9,22,192.168.1.7,35250,66
2021-06-30 19:58:12.662645,TCP,192.168.1.9,22,192.168.1.7,35250,914
