goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 22:06:20.612,208.053,9.000139,31.808000000000003
2021-06-30 22:06:30.863,205.07,10.200183,33.747
2021-06-30 22:06:42.312,206.248,7.000377,25.375
2021-06-30 22:06:50.554,208.54600000000002,13.400167,7.287
2021-06-30 22:07:05.178,206.09,7.400203,22.707
2021-06-30 22:07:13.819,205.44,11.600126,3.434
2021-06-30 22:07:26.638,206.941,11.80062,3.439
2021-06-30 22:07:39.659,206.194,10.400199,34.607
2021-06-30 22:07:51.310,205.30300000000003,7.80025,26.447
2021-06-30 22:08:00.353,205.488,11.000179,1.333
2021-06-30 22:08:12.570,205.91799999999998,8.0002,28.882
2021-06-30 22:08:21.815,206.044,13.000147,7.809
