goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 18:04:18.479,207.245,7.000173,24.582
2021-06-30 18:04:26.720,206.465,10.800144,4.391
2021-06-30 18:04:38.741,206.52499999999998,8.400138,30.337
2021-06-30 18:04:48.388,206.89,10.00008,35.03
2021-06-30 18:04:59.641,207.433,7.400358,24.209
2021-06-30 18:05:08.283,208.302,12.400216,4.482
2021-06-30 18:05:21.908,206.263,7.400103,26.634
2021-06-30 18:05:30.552,206.114,11.40008,2.806
2021-06-30 18:05:43.171,207.32,9.000148,31.531999999999996
2021-06-30 18:05:53.422,207.257,10.600025,34.717999999999996
2021-06-30 18:06:05.275,206.073,7.400117,22.81
2021-06-30 18:06:13.917,206.298,12.800244,5.458
