goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-24 18:41:36.595,208.7,7.599939,32.361000000000004
2021-06-24 18:41:45.449,206.485,10.800223,27.292
2021-06-24 18:41:57.500,207.961,9.000105,10.934
2021-06-24 18:42:07.734,23.884,14.600453,16.663
2021-06-24 18:42:23.393,209.612,7.60014,13.248
2021-06-24 18:42:32.231,205.963,12.200199,31.837999999999997
2021-06-24 18:42:45.684,8.005999999999998,9.598463,15.530999999999999
2021-06-24 18:42:56.330,216.459,10.60052,15.020999999999999
2021-06-24 18:43:08.180,207.22199999999998,8.399698,3.0799999999999996
2021-06-24 18:43:17.806,216.094,10.800389,28.517
2021-06-24 18:43:29.863,207.574,8.199929,11.497
2021-06-24 18:43:39.295,206.56900000000002,12.400059,28.372
