goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-25 20:08:10.861,208.814,8.000143,5.043
2021-06-25 20:08:20.087,211.203,10.599809,16.988
2021-06-25 20:08:31.931,210.793,7.000324,4.883
2021-06-25 20:08:40.157,209.093,10.800459,29.447999999999997
2021-06-25 20:08:52.212,206.923,8.400078,11.998999999999999
2021-06-25 20:09:01.850,209.391,11.000396,10.213
2021-06-25 20:09:14.094,207.39,7.600399,35.211
2021-06-25 20:09:22.954,206.683,10.400483,14.834
2021-06-25 20:09:34.587,207.38500000000002,6.800017,36.598
2021-06-25 20:09:42.646,210.15200000000002,10.800237,30.611
2021-06-25 20:09:54.705,215.77599999999998,8.000758,9.466000000000001
2021-06-25 20:10:03.945,211.625,11.000083,27.292
