timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 13:28:21.408274,TCP,192.168.1.7,22,192.168.1.9,41428,594
2021-06-30 13:28:21.452641,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:21.454305,TCP,192.168.1.7,22,192.168.1.9,41428,130
2021-06-30 13:28:21.454338,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:21.455499,TCP,192.168.1.9,41428,192.168.1.7,22,162
2021-06-30 13:28:21.457109,TCP,192.168.1.7,22,192.168.1.9,41428,66
2021-06-30 13:28:21.460208,TCP,192.168.1.7,22,192.168.1.9,41428,114
2021-06-30 13:28:21.460240,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:21.461142,TCP,192.168.1.9,41428,192.168.1.7,22,178
2021-06-30 13:28:21.462397,TCP,192.168.1.7,22,192.168.1.9,41428,66
2021-06-30 13:28:21.463694,TCP,192.168.1.7,22,192.168.1.9,41428,178
2021-06-30 13:28:21.463722,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:23.456186,TCP,192.168.1.7,22,192.168.1.9,41428,226
2021-06-30 13:28:23.456187,TCP,192.168.1.7,22,192.168.1.9,41428,194
2021-06-30 13:28:23.456187,TCP,192.168.1.7,22,192.168.1.9,41428,146
2021-06-30 13:28:23.456187,TCP,192.168.1.7,22,192.168.1.9,41428,146
2021-06-30 13:28:23.456228,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:23.456260,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:23.456269,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:23.456278,TCP,192.168.1.9,41428,192.168.1.7,22,78
2021-06-30 13:28:23.549768,TCP,192.168.1.7,22,192.168.1.9,41428,178
2021-06-30 13:28:23.549800,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:23.551610,TCP,192.168.1.7,22,192.168.1.9,41428,210
2021-06-30 13:28:23.551639,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:26.752543,TCP,192.168.1.7,22,192.168.1.9,41428,178
2021-06-30 13:28:26.752543,TCP,192.168.1.7,22,192.168.1.9,41428,162
2021-06-30 13:28:26.752543,TCP,192.168.1.7,22,192.168.1.9,41428,210
2021-06-30 13:28:26.752577,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:26.752618,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:26.752632,TCP,192.168.1.9,41428,192.168.1.7,22,66
2021-06-30 13:28:27.142423,TCP,192.168.1.7,34990,192.168.1.9,22,74
2021-06-30 13:28:27.142473,TCP,192.168.1.9,22,192.168.1.7,34990,74
