goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-24 17:47:22.038,224.048,9.000176,24.776
2021-06-24 17:47:32.305,218.724,10.800212,23.064
2021-06-24 17:47:44.362,216.919,7.999992,10.089
2021-06-24 17:47:53.602,208.798,10.600197,14.005
2021-06-24 17:48:05.440,219.375,20.800276,5.348999999999999
2021-06-24 17:48:27.482,213.457,11.600109,30.433999999999997
2021-06-24 17:48:40.345,217.668,8.000135,41.196999999999996
2021-06-24 17:48:49.614,208.124,10.599864,9.011999999999999
2021-06-24 17:49:01.453,212.977,9.600361,6.662000000000001
2021-06-24 17:49:12.288,225.976,11.000139,30.884999999999998
2021-06-24 17:49:24.555,207.354,7.400263,32.383
2021-06-24 17:49:33.209,207.12900000000002,12.000104,28.767
