goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 20:45:06.118,206.989,8.200338,27.673
2021-06-30 20:45:15.567,205.35600000000002,10.800131,35.513000000000005
2021-06-30 20:45:27.618,207.346,10.600111,35.543
2021-06-30 20:45:39.472,205.89499999999998,11.00003,37.074999999999996
2021-06-30 20:45:51.726,205.292,19.800213,28.495
2021-06-30 20:46:12.771,205.941,12.000031,6.0280000000000005
2021-06-30 20:46:25.992,206.847,10.400198,33.955
2021-06-30 20:46:37.643,207.587,11.400217,5.196
2021-06-30 20:46:50.267,206.601,6.800017,25.381999999999998
2021-06-30 20:46:58.308,206.31199999999998,10.800043,3.645
2021-06-30 20:47:10.328,206.567,7.800336,26.096999999999998
2021-06-30 20:47:19.371,206.903,11.800074,3.023
