goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 20:26:32.246,206.214,10.200223,34.563
2021-06-30 20:26:43.699,207.22899999999998,10.600121,33.65
2021-06-30 20:26:55.552,206.922,7.000097,21.981
2021-06-30 20:27:03.792,208.565,15.400204,15.231
2021-06-30 20:27:20.427,210.65800000000002,7.200242,24.1
2021-06-30 20:27:28.872,205.235,11.400225,3.54
2021-06-30 20:27:41.492,206.216,10.400162,35.622
2021-06-30 20:27:53.144,208.288,10.800277,37.435
2021-06-30 20:28:05.201,206.191,7.000086,26.723
2021-06-30 20:28:13.444,207.12900000000002,10.800181,36.69
2021-06-30 20:28:25.498,207.701,7.799273,30.026
2021-06-30 20:28:34.546,206.758,12.000815,5.4270000000000005
