frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 22:20:04.589,262,6,2021-06-30 22:20:04.624,36,,2021-06-30 22:20:04.626,2.0
2021-06-30 22:20:04.681,244,6,2021-06-30 22:20:04.715,34,,2021-06-30 22:20:04.718,3.0
2021-06-30 22:20:04.781,244,5,2021-06-30 22:20:04.814,33,,2021-06-30 22:20:04.816,2.0
2021-06-30 22:20:04.881,254,5,2021-06-30 22:20:04.921,40,,2021-06-30 22:20:04.926,5.0
2021-06-30 22:20:04.981,255,6,2021-06-30 22:20:05.024,43,,2021-06-30 22:20:05.027,3.0
2021-06-30 22:20:05.081,241,5,2021-06-30 22:20:05.119,38,,2021-06-30 22:20:05.123,4.0
2021-06-30 22:20:05.182,261,5,2021-06-30 22:20:05.222,41,,2021-06-30 22:20:05.225,3.0
2021-06-30 22:20:05.282,265,5,2021-06-30 22:20:05.323,41,,2021-06-30 22:20:05.325,2.0
2021-06-30 22:20:05.382,256,5,2021-06-30 22:20:05.422,41,,2021-06-30 22:20:05.438,16.0
2021-06-30 22:20:05.481,255,6,2021-06-30 22:20:05.522,41,,2021-06-30 22:20:05.528,6.0
2021-06-30 22:20:05.582,252,5,2021-06-30 22:20:05.621,40,,2021-06-30 22:20:05.626,5.0
2021-06-30 22:20:05.681,252,5,2021-06-30 22:20:05.721,40,,2021-06-30 22:20:05.723,2.0
2021-06-30 22:20:05.781,261,6,2021-06-30 22:20:05.822,41,,2021-06-30 22:20:05.824,2.0
2021-06-30 22:20:05.882,254,5,2021-06-30 22:20:05.921,39,,2021-06-30 22:20:05.923,2.0
2021-06-30 22:20:05.982,253,5,2021-06-30 22:20:06.021,40,,2021-06-30 22:20:06.025,4.0
2021-06-30 22:20:06.081,269,5,2021-06-30 22:20:06.122,41,,2021-06-30 22:20:06.123,1.0
2021-06-30 22:20:06.181,269,5,2021-06-30 22:20:06.223,42,,2021-06-30 22:20:06.224,1.0
2021-06-30 22:20:06.282,258,5,2021-06-30 22:20:06.322,41,,2021-06-30 22:20:06.326,4.0
2021-06-30 22:20:06.381,256,6,2021-06-30 22:20:06.422,41,,2021-06-30 22:20:06.425,3.0
2021-06-30 22:20:06.482,257,5,2021-06-30 22:20:06.521,40,,2021-06-30 22:20:06.523,2.0
2021-06-30 22:20:06.581,267,5,2021-06-30 22:20:06.622,41,,2021-06-30 22:20:06.623,1.0
2021-06-30 22:20:06.682,263,5,2021-06-30 22:20:06.723,41,,2021-06-30 22:20:06.724,1.0
2021-06-30 22:20:06.782,258,5,2021-06-30 22:20:06.822,41,,2021-06-30 22:20:06.823,1.0
2021-06-30 22:20:06.882,261,5,2021-06-30 22:20:06.922,41,,2021-06-30 22:20:06.923,1.0
2021-06-30 22:20:06.981,276,5,2021-06-30 22:20:07.023,43,,2021-06-30 22:20:07.025,2.0
2021-06-30 22:20:07.081,337,6,2021-06-30 22:20:07.131,50,,2021-06-30 22:20:07.132,1.0
2021-06-30 22:20:07.182,403,5,2021-06-30 22:20:07.239,58,,2021-06-30 22:20:07.241,2.0
2021-06-30 22:20:07.282,436,6,2021-06-30 22:20:07.345,63,,2021-06-30 22:20:07.347,2.0
2021-06-30 22:20:07.381,463,6,2021-06-30 22:20:07.448,67,,2021-06-30 22:20:07.449,1.0
2021-06-30 22:20:07.481,483,6,2021-06-30 22:20:07.543,62,,2021-06-30 22:20:07.544,1.0
2021-06-30 22:20:07.582,487,6,2021-06-30 22:20:07.651,70,,2021-06-30 22:20:07.653,2.0
2021-06-30 22:20:07.682,489,6,2021-06-30 22:20:07.750,69,,2021-06-30 22:20:07.752,2.0
2021-06-30 22:20:07.781,499,6,2021-06-30 22:20:07.851,70,,2021-06-30 22:20:07.852,1.0
2021-06-30 22:20:07.882,498,6,2021-06-30 22:20:07.953,72,,2021-06-30 22:20:07.955,2.0
2021-06-30 22:20:07.981,500,6,2021-06-30 22:20:08.053,72,,2021-06-30 22:20:08.054,1.0
2021-06-30 22:20:08.081,500,6,2021-06-30 22:20:08.152,71,,2021-06-30 22:20:08.154,2.0
2021-06-30 22:20:08.181,499,6,2021-06-30 22:20:08.245,64,,2021-06-30 22:20:08.247,2.0
2021-06-30 22:20:08.282,500,6,2021-06-30 22:20:08.353,72,,2021-06-30 22:20:08.354,1.0
2021-06-30 22:20:08.382,500,6,2021-06-30 22:20:08.441,60,,2021-06-30 22:20:08.442,1.0
2021-06-30 22:20:08.481,500,6,2021-06-30 22:20:08.552,71,,2021-06-30 22:20:08.554,2.0
2021-06-30 22:20:08.582,500,6,2021-06-30 22:20:08.653,72,,2021-06-30 22:20:08.654,1.0
2021-06-30 22:20:08.682,500,6,2021-06-30 22:20:08.752,71,,2021-06-30 22:20:08.754,2.0
2021-06-30 22:20:08.782,500,6,2021-06-30 22:20:08.849,68,,2021-06-30 22:20:08.851,2.0
2021-06-30 22:20:08.882,500,6,2021-06-30 22:20:08.954,73,,2021-06-30 22:20:08.955,1.0
2021-06-30 22:20:08.982,500,6,2021-06-30 22:20:09.041,60,,2021-06-30 22:20:09.043,2.0
2021-06-30 22:20:09.081,500,7,2021-06-30 22:20:09.140,59,,2021-06-30 22:20:09.142,2.0
2021-06-30 22:20:09.182,500,7,2021-06-30 22:20:09.253,71,,2021-06-30 22:20:09.255,2.0
2021-06-30 22:20:09.282,500,7,2021-06-30 22:20:09.354,72,,2021-06-30 22:20:09.357,3.0
2021-06-30 22:20:09.381,500,7,2021-06-30 22:20:09.452,71,,2021-06-30 22:20:09.453,1.0
2021-06-30 22:20:09.482,500,6,2021-06-30 22:20:09.552,71,,2021-06-30 22:20:09.553,1.0
2021-06-30 22:20:09.582,500,6,2021-06-30 22:20:09.640,59,,2021-06-30 22:20:09.642,2.0
2021-06-30 22:20:09.681,500,6,2021-06-30 22:20:09.752,71,,2021-06-30 22:20:09.754,2.0
2021-06-30 22:20:09.782,500,6,2021-06-30 22:20:09.857,76,,2021-06-30 22:20:09.861,4.0
2021-06-30 22:20:09.882,500,6,2021-06-30 22:20:09.952,71,,2021-06-30 22:20:09.954,2.0
2021-06-30 22:20:09.982,500,6,2021-06-30 22:20:10.044,63,,2021-06-30 22:20:10.045,1.0
2021-06-30 22:20:10.082,500,6,2021-06-30 22:20:10.152,71,,2021-06-30 22:20:10.154,2.0
2021-06-30 22:20:10.182,500,6,2021-06-30 22:20:10.252,71,,2021-06-30 22:20:10.254,2.0
2021-06-30 22:20:10.282,500,6,2021-06-30 22:20:10.346,65,,2021-06-30 22:20:10.348,2.0
2021-06-30 22:20:10.381,500,6,2021-06-30 22:20:10.450,69,,2021-06-30 22:20:10.452,2.0
2021-06-30 22:20:10.482,500,6,2021-06-30 22:20:10.553,72,,2021-06-30 22:20:10.554,1.0
2021-06-30 22:20:10.582,500,6,2021-06-30 22:20:10.652,71,,2021-06-30 22:20:10.654,2.0
2021-06-30 22:20:10.681,500,6,2021-06-30 22:20:10.744,63,,2021-06-30 22:20:10.745,1.0
2021-06-30 22:20:10.782,500,7,2021-06-30 22:20:10.852,71,,2021-06-30 22:20:10.853,1.0
2021-06-30 22:20:10.881,500,7,2021-06-30 22:20:10.952,71,,2021-06-30 22:20:10.954,2.0
2021-06-30 22:20:10.982,500,6,2021-06-30 22:20:11.052,71,,2021-06-30 22:20:11.054,2.0
2021-06-30 22:20:11.082,500,6,2021-06-30 22:20:11.153,72,,2021-06-30 22:20:11.154,1.0
2021-06-30 22:20:11.182,500,6,2021-06-30 22:20:11.254,73,,2021-06-30 22:20:11.255,1.0
2021-06-30 22:20:11.282,500,6,2021-06-30 22:20:11.353,72,,2021-06-30 22:20:11.354,1.0
2021-06-30 22:20:11.382,500,6,2021-06-30 22:20:11.453,72,,2021-06-30 22:20:11.454,1.0
2021-06-30 22:20:11.482,500,5,2021-06-30 22:20:11.550,69,,2021-06-30 22:20:11.552,2.0
2021-06-30 22:20:11.581,500,6,2021-06-30 22:20:11.652,71,,2021-06-30 22:20:11.653,1.0
2021-06-30 22:20:11.682,500,6,2021-06-30 22:20:11.752,71,,2021-06-30 22:20:11.753,1.0
2021-06-30 22:20:11.781,500,6,2021-06-30 22:20:11.852,71,,2021-06-30 22:20:11.853,1.0
2021-06-30 22:20:11.881,500,6,2021-06-30 22:20:11.951,70,,2021-06-30 22:20:11.953,2.0
2021-06-30 22:20:11.982,500,6,2021-06-30 22:20:12.043,62,,2021-06-30 22:20:12.044,1.0
2021-06-30 22:20:12.081,500,6,2021-06-30 22:20:12.140,59,,2021-06-30 22:20:12.142,2.0
2021-06-30 22:20:12.181,500,6,2021-06-30 22:20:12.252,71,13.0,2021-06-30 22:20:12.254,2.0
2021-06-30 22:20:12.281,500,6,2021-06-30 22:20:12.352,71,13.0,2021-06-30 22:20:12.353,1.0
2021-06-30 22:20:12.382,497,6,2021-06-30 22:20:12.452,71,13.0,2021-06-30 22:20:12.453,1.0
2021-06-30 22:20:12.482,497,5,2021-06-30 22:20:12.540,59,13.0,2021-06-30 22:20:12.541,1.0
2021-06-30 22:20:12.582,500,5,2021-06-30 22:20:12.652,71,13.0,2021-06-30 22:20:12.653,1.0
2021-06-30 22:20:12.681,500,7,2021-06-30 22:20:12.752,71,13.0,2021-06-30 22:20:12.754,2.0
2021-06-30 22:20:12.781,500,6,2021-06-30 22:20:12.852,72,13.0,2021-06-30 22:20:12.854,2.0
2021-06-30 22:20:12.882,499,6,2021-06-30 22:20:12.941,60,13.0,2021-06-30 22:20:12.943,2.0
2021-06-30 22:20:12.981,499,6,2021-06-30 22:20:13.052,71,13.0,2021-06-30 22:20:13.053,1.0
2021-06-30 22:20:13.082,500,5,2021-06-30 22:20:13.152,71,13.0,2021-06-30 22:20:13.153,1.0
