goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-24 18:13:00.715,206.165,9.000135,28.7
2021-06-24 18:13:10.960,207.014,11.40017,37.816
2021-06-24 18:13:23.614,206.55,7.200291,24.159
2021-06-24 18:13:32.056,206.13,13.200363,6.507
2021-06-24 18:13:46.480,6.881,8.001557,25.562
2021-06-24 18:13:55.523,205.064,11.800213,4.723
2021-06-24 18:14:08.544,205.86599999999999,11.600146,2.988
2021-06-24 18:14:21.364,205.604,11.000158,2.238
2021-06-24 18:14:33.583,205.851,9.000761,30.387999999999998
2021-06-24 18:14:43.829,205.87,12.400203,2.927
2021-06-24 18:14:57.449,206.441,7.600121,27.438
2021-06-24 18:15:06.293,206.008,11.800164,2.828
