goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 16:15:53.132,206.28199999999998,7.400121,22.596999999999998
2021-06-30 16:16:01.775,206.018,11.000124,36.858000000000004
2021-06-30 16:16:14.028,205.999,8.000131,28.87
2021-06-30 16:16:23.273,205.708,11.20015,37.142
2021-06-30 16:16:35.725,206.00199999999998,8.600188,29.81
2021-06-30 16:16:45.570,206.24300000000002,11.60011,2.6470000000000002
2021-06-30 16:16:58.388,207.039,8.20052,27.441
2021-06-30 16:17:07.834,207.951,10.400128,34.921
2021-06-30 16:17:19.488,206.256,8.200164,27.580000000000002
2021-06-30 16:17:28.933,206.201,11.000143,1.656
2021-06-30 16:17:41.152,207.679,11.400371,4.95
2021-06-30 16:17:53.776,8.177,11.800238,38.585
