goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-25 16:43:04.332,235.548,7.400128,8.324
2021-06-25 16:43:12.991,208.19099999999997,10.000036,10.773
2021-06-25 16:43:24.227,221.139,7.99993,36.931
2021-06-25 16:43:33.502,213.643,9.800249,11.108
2021-06-25 16:43:44.544,209.71,8.600732,26.558
2021-06-25 16:43:54.394,207.749,11.000381,28.87
2021-06-25 16:44:06.641,207.531,8.20074,6.729
2021-06-25 16:44:16.080,218.69,10.800116,15.193999999999999
2021-06-25 16:44:28.128,211.494,8.000109,6.397
2021-06-25 16:44:37.374,219.504,10.20005,14.446
2021-06-25 16:44:48.826,207.7,7.599903,8.397
2021-06-25 16:44:57.664,212.447,11.199614,17.939
