__run_id,__done,temporal_updates,repetition,mission_execution_s,avg_extraction_time_ms,avg_detection_time_ms,avg_detection_result_delay_ms,recognition_ratio,avg_goal_sending_delay_ms,avg_goal_processing_s,avg_nav_result_delay_ms,num_of_packets,size_of_packets,avg_cpu_util,avg_memory_util,energy_J
run_1,DONE,on,1,152.98399233818054,5.985304408677397,60.139958012596225,2.9055283414975506,36.66899930020994,173.7094166666667,10.483418416666668,20.2055,48362,358181431,32.02393004804579,878711076.1919585,4562.930866952896
run_2,DONE,off,1,140.98890948295593,6.239113827349121,62.572956455309395,3.110007639419404,33.537051184110005,206.20174999999998,9.466712,18.252916666666668,43869,316276947,30.70441492771718,876992573.7126839,4215.194442577839
run_3,DONE,off,2,148.37981796264648,6.304693140794224,63.13140794223827,2.6736462093862814,35.812274368231044,189.98783333333336,10.100221499999998,19.790666666666667,44121,317597212,30.797459959983826,877882472.0427808,4426.130384076118
run_4,DONE,off,3,139.65597462654114,6.16358024691358,61.32253086419753,2.6566358024691357,35.03086419753087,206.36950000000002,9.333514416666668,23.616083333333336,45820,320198596,30.627130729230966,877487063.2727273,4172.110602775335
run_5,DONE,on,2,142.86912775039673,6.0745481927710845,61.299698795180724,4.299698795180723,35.24096385542169,140.18499999999997,9.650069416666668,29.495583333333332,46411,327466471,31.869882093213814,877938319.9000694,4274.151689706564
run_6,DONE,on,3,143.49429607391357,6.368815592203898,63.36806596701649,3.5907046476761617,37.631184407796106,207.07416666666666,9.650204,22.805166666666665,44770,312115554,31.390877704580816,878051418.5818936,4283.335468253613
run_7,DONE,off,4,141.72226881980896,6.223065250379363,62.29969650986343,2.6972685887708647,37.7845220030349,189.74524999999997,9.533388,26.033416666666668,46904,323519346,30.147210675137146,876957013.3333334,4228.513447979689
run_8,DONE,on,4,143.56253480911255,6.453183520599251,61.98951310861423,3.297378277153558,38.20224719101123,206.5109166666667,9.633550583333333,24.1885,50583,350497237,31.79951691347784,877715766.9454796,4293.592897269726
run_9,DONE,off,5,142.03113675117493,6.129447388342165,61.489780469341405,3.408024224072672,33.308099924299775,206.84874999999997,9.550152166666665,20.582416666666667,45219,324474462,30.599720746445257,877804340.9162011,4237.341694152116
run_10,DONE,on,5,151.1342236995697,6.136879432624114,61.784397163120566,2.8900709219858154,40.0,189.71533333333332,10.250134416666665,28.40025,48447,347827328,31.578754131129532,877990693.7704918,4492.455453654289
run_11,DONE,on,6,140.8983166217804,6.103975535168196,61.194954128440365,2.1605504587155964,35.39755351681958,189.8529166666667,9.4668645,24.365916666666667,46046,324925587,31.539592184262606,877823340.3769339,4209.048471826792
run_12,DONE,off,6,147.59060335159302,6.271604938271605,62.35657225853304,2.8656499636891795,37.690631808278866,172.85708333333332,10.000171833333335,27.471083333333336,42243,330857184,30.488761820992103,878785639.3647375,4367.977809180975
run_13,DONE,off,7,142.5467689037323,6.262839879154079,61.43957703927492,2.9705438066465257,35.34743202416919,189.78750000000002,9.566855000000002,23.274166666666662,44374,334991271,30.386787234824954,877963902.0417246,4235.426174384355
run_14,DONE,off,8,149.90771222114563,5.918629550321199,59.85367594575303,3.194860813704497,36.759457530335474,206.16716666666665,10.216898166666667,19.93466666666667,48723,358913936,31.102316426568123,878494983.62409,4453.531678796291
run_15,DONE,on,7,146.33505082130432,5.758443465491924,59.70631424375918,2.7723935389133625,38.693098384728344,206.24675000000002,9.883502333333333,18.834249999999997,47650,327565274,32.06494919405145,874265685.3911865,4240.560374041081
run_16,DONE,off,9,151.75327277183533,6.005633802816901,62.00915492957746,3.4028169014084506,41.61971830985915,190.17191666666668,10.383375166666665,25.702916666666663,53716,317858187,30.862352990792466,874848494.2640523,4441.191878004789
run_17,DONE,on,8,142.32016706466675,5.662386706948641,59.690332326283986,3.47583081570997,37.00906344410876,189.49058333333335,9.583513250000001,26.746166666666667,46880,332277607,31.760654651354947,874138860.7465181,4226.890811027527
run_18,DONE,on,9,147.04358983039856,5.805109489051095,60.33649635036496,2.5686131386861315,36.56934306569343,189.99391666666668,9.966852999999999,19.236416666666667,49754,320263634,32.45023638231379,875011578.8143146,4367.2061638982295
run_19,DONE,on,10,146.6165623664856,5.968498168498169,61.46959706959707,2.2622710622710622,37.875457875457876,172.79916666666668,9.9835665,13.634333333333332,47689,312394015,31.766418452511466,875122008.5687203,4340.79098066783
run_20,DONE,off,10,148.62460255622864,5.608789625360231,58.902737752161386,2.31700288184438,39.69740634005764,173.5865,10.133440583333332,19.722916666666666,58073,342221433,31.623415628856943,875155188.2161441,4406.420266324281
