goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 22:40:50.961,206.369,10.40008,35.551
2021-06-30 22:41:02.614,205.929,13.40014,12.931
2021-06-30 22:41:17.244,7.776,9.400319,37.905
2021-06-30 22:41:27.700,6.757,17.199207,24.035999999999998
2021-06-30 22:41:45.941,207.891,8.200229,28.88
2021-06-30 22:41:55.387,205.174,19.200136,30.689999999999998
2021-06-30 22:42:15.832,206.174,11.000257,37.568999999999996
2021-06-30 22:42:28.086,207.176,15.80021,16.614
2021-06-30 22:42:45.121,206.66,9.200183,32.157
2021-06-30 22:42:55.569,205.84900000000002,14.000067,10.084
2021-06-30 22:43:10.797,7.287,9.400293,30.419999999999998
2021-06-30 22:43:21.245,205.34199999999998,17.20016,23.498
