goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 15:57:20.366,205.8,9.000152,32.048
2021-06-30 15:57:30.612,206.29600000000002,10.200221,35.483000000000004
2021-06-30 15:57:42.063,8.505,6.600693,19.802
2021-06-30 15:57:49.703,205.486,9.200036,31.477999999999998
2021-06-30 15:58:00.149,206.96800000000002,7.200065,25.967
2021-06-30 15:58:08.594,206.94899999999998,12.800217,8.834
2021-06-30 15:58:22.620,206.82500000000002,8.400199,31.976
2021-06-30 15:58:32.272,206.179,10.600513,33.308
2021-06-30 15:58:44.122,205.93,7.60011,24.96
2021-06-30 15:58:52.964,207.08599999999998,12.200128,3.786
2021-06-30 15:59:06.385,207.331,7.200037,24.632
2021-06-30 15:59:14.828,206.74699999999999,12.800152,6.101
