goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 12:40:21.233,206.995,9.603045,7.96
2021-06-30 12:40:32.062,6.939,10.799196,12.865
2021-06-30 12:40:43.896,207.93200000000002,7.800126,3.942
2021-06-30 12:40:52.919,208.21300000000002,11.198668,25.119
2021-06-30 12:41:05.364,206.008,9.600064,8.928
2021-06-30 12:41:16.191,208.397,11.00033,13.273
2021-06-30 12:41:28.429,207.506,11.400171,15.323
2021-06-30 12:41:41.071,208.448,10.600217,14.335
2021-06-30 12:41:52.908,211.02,10.000152,6.828
2021-06-30 12:42:04.135,207.481,10.800269,27.25
2021-06-30 12:42:16.180,206.843,8.000208,4.949
2021-06-30 12:42:25.410,207.064,12.600186,24.75
