goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 14:29:20.207,206.582,10.200182,35.236000000000004
2021-06-30 14:29:31.659,205.249,11.400145,4.606
2021-06-30 14:29:44.281,206.44199999999998,7.400213,22.345
2021-06-30 14:29:52.923,208.10799999999998,8.199437,25.455
2021-06-30 14:30:02.367,205.76,11.200192,37.047999999999995
2021-06-30 14:30:14.822,206.91,11.400256,5.834
2021-06-30 14:30:27.446,205.445,10.400319,3.236
2021-06-30 14:30:39.066,207.873,10.600075,35.052
2021-06-30 14:30:50.918,205.756,10.000384,32.86
2021-06-30 14:31:02.170,8.317,10.799092,36.591
2021-06-30 14:31:14.025,207.16000000000003,7.600167,27.673
2021-06-30 14:31:22.872,205.18200000000002,11.800196,3.622
