frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 17:27:17.013,378,8,2021-06-30 17:27:17.063,53,,2021-06-30 17:27:17.065,2.0
2021-06-30 17:27:17.095,379,5,2021-06-30 17:27:17.142,48,,2021-06-30 17:27:17.144,2.0
2021-06-30 17:27:17.189,374,6,2021-06-30 17:27:17.239,50,,2021-06-30 17:27:17.240,1.0
2021-06-30 17:27:17.284,380,6,2021-06-30 17:27:17.331,47,,2021-06-30 17:27:17.332,1.0
2021-06-30 17:27:17.382,369,5,2021-06-30 17:27:17.438,57,,2021-06-30 17:27:17.440,2.0
2021-06-30 17:27:17.482,367,6,2021-06-30 17:27:17.551,70,,2021-06-30 17:27:17.552,1.0
2021-06-30 17:27:17.582,370,6,2021-06-30 17:27:17.636,55,,2021-06-30 17:27:17.642,6.0
2021-06-30 17:27:17.681,376,6,2021-06-30 17:27:17.736,55,,2021-06-30 17:27:17.740,4.0
2021-06-30 17:27:17.781,376,6,2021-06-30 17:27:17.839,59,,2021-06-30 17:27:17.843,4.0
2021-06-30 17:27:17.881,362,7,2021-06-30 17:27:17.936,55,,2021-06-30 17:27:17.943,7.0
2021-06-30 17:27:17.982,375,5,2021-06-30 17:27:18.036,55,,2021-06-30 17:27:18.046,10.0
2021-06-30 17:27:18.082,378,5,2021-06-30 17:27:18.136,55,,2021-06-30 17:27:18.145,9.0
2021-06-30 17:27:18.181,373,6,2021-06-30 17:27:18.236,55,,2021-06-30 17:27:18.245,9.0
2021-06-30 17:27:18.281,367,6,2021-06-30 17:27:18.336,56,,2021-06-30 17:27:18.340,4.0
2021-06-30 17:27:18.381,372,6,2021-06-30 17:27:18.437,56,,2021-06-30 17:27:18.445,8.0
2021-06-30 17:27:18.481,372,6,2021-06-30 17:27:18.536,55,,2021-06-30 17:27:18.542,6.0
2021-06-30 17:27:18.582,374,5,2021-06-30 17:27:18.637,56,,2021-06-30 17:27:18.640,3.0
2021-06-30 17:27:18.681,374,6,2021-06-30 17:27:18.739,58,,2021-06-30 17:27:18.746,7.0
2021-06-30 17:27:18.781,379,6,2021-06-30 17:27:18.831,50,,2021-06-30 17:27:18.833,2.0
2021-06-30 17:27:18.882,367,6,2021-06-30 17:27:18.937,56,,2021-06-30 17:27:18.947,10.0
2021-06-30 17:27:18.982,372,5,2021-06-30 17:27:19.040,59,,2021-06-30 17:27:19.044,4.0
2021-06-30 17:27:19.082,370,5,2021-06-30 17:27:19.136,55,,2021-06-30 17:27:19.142,6.0
2021-06-30 17:27:19.182,372,5,2021-06-30 17:27:19.227,46,,2021-06-30 17:27:19.228,1.0
2021-06-30 17:27:19.282,375,5,2021-06-30 17:27:19.336,55,,2021-06-30 17:27:19.346,10.0
2021-06-30 17:27:19.382,370,5,2021-06-30 17:27:19.439,58,,2021-06-30 17:27:19.446,7.0
2021-06-30 17:27:19.481,418,6,2021-06-30 17:27:19.543,62,,2021-06-30 17:27:19.549,6.0
2021-06-30 17:27:19.582,465,6,2021-06-30 17:27:19.651,70,,2021-06-30 17:27:19.652,1.0
2021-06-30 17:27:19.682,489,6,2021-06-30 17:27:19.754,72,,2021-06-30 17:27:19.756,2.0
2021-06-30 17:27:19.781,490,6,2021-06-30 17:27:19.849,68,,2021-06-30 17:27:19.851,2.0
2021-06-30 17:27:19.882,493,6,2021-06-30 17:27:19.940,59,,2021-06-30 17:27:19.953,13.0
2021-06-30 17:27:19.982,500,6,2021-06-30 17:27:20.041,60,,2021-06-30 17:27:20.049,8.0
2021-06-30 17:27:20.082,500,6,2021-06-30 17:27:20.153,72,,2021-06-30 17:27:20.154,1.0
2021-06-30 17:27:20.181,500,8,2021-06-30 17:27:20.254,73,,2021-06-30 17:27:20.255,1.0
2021-06-30 17:27:20.281,500,8,2021-06-30 17:27:20.347,66,,2021-06-30 17:27:20.351,4.0
2021-06-30 17:27:20.382,500,7,2021-06-30 17:27:20.454,73,,2021-06-30 17:27:20.455,1.0
2021-06-30 17:27:20.482,500,7,2021-06-30 17:27:20.553,72,,2021-06-30 17:27:20.554,1.0
2021-06-30 17:27:20.582,500,7,2021-06-30 17:27:20.644,62,,2021-06-30 17:27:20.649,5.0
2021-06-30 17:27:20.681,500,7,2021-06-30 17:27:20.753,72,,2021-06-30 17:27:20.754,1.0
2021-06-30 17:27:20.782,500,7,2021-06-30 17:27:20.853,72,,2021-06-30 17:27:20.854,1.0
2021-06-30 17:27:20.882,500,7,2021-06-30 17:27:20.954,73,,2021-06-30 17:27:20.955,1.0
2021-06-30 17:27:20.981,500,7,2021-06-30 17:27:21.053,72,,2021-06-30 17:27:21.058,5.0
2021-06-30 17:27:21.082,500,6,2021-06-30 17:27:21.154,73,,2021-06-30 17:27:21.155,1.0
2021-06-30 17:27:21.182,500,7,2021-06-30 17:27:21.243,62,,2021-06-30 17:27:21.248,5.0
2021-06-30 17:27:21.282,500,6,2021-06-30 17:27:21.343,61,,2021-06-30 17:27:21.351,8.0
2021-06-30 17:27:21.381,500,7,2021-06-30 17:27:21.440,59,,2021-06-30 17:27:21.448,8.0
2021-06-30 17:27:21.482,500,7,2021-06-30 17:27:21.542,61,,2021-06-30 17:27:21.547,5.0
2021-06-30 17:27:21.581,500,7,2021-06-30 17:27:21.642,61,,2021-06-30 17:27:21.645,3.0
2021-06-30 17:27:21.681,500,7,2021-06-30 17:27:21.754,73,,2021-06-30 17:27:21.755,1.0
2021-06-30 17:27:21.782,500,7,2021-06-30 17:27:21.856,75,,2021-06-30 17:27:21.857,1.0
2021-06-30 17:27:21.882,500,7,2021-06-30 17:27:21.955,73,,2021-06-30 17:27:21.957,2.0
2021-06-30 17:27:21.981,500,7,2021-06-30 17:27:22.045,64,,2021-06-30 17:27:22.048,3.0
2021-06-30 17:27:22.082,500,7,2021-06-30 17:27:22.153,72,,2021-06-30 17:27:22.154,1.0
2021-06-30 17:27:22.181,500,7,2021-06-30 17:27:22.249,68,,2021-06-30 17:27:22.252,3.0
2021-06-30 17:27:22.281,500,7,2021-06-30 17:27:22.352,71,,2021-06-30 17:27:22.353,1.0
2021-06-30 17:27:22.382,500,7,2021-06-30 17:27:22.448,67,,2021-06-30 17:27:22.449,1.0
2021-06-30 17:27:22.481,500,8,2021-06-30 17:27:22.553,72,,2021-06-30 17:27:22.555,2.0
2021-06-30 17:27:22.581,500,7,2021-06-30 17:27:22.641,60,,2021-06-30 17:27:22.648,7.0
2021-06-30 17:27:22.682,500,7,2021-06-30 17:27:22.744,63,,2021-06-30 17:27:22.751,7.0
2021-06-30 17:27:22.782,500,7,2021-06-30 17:27:22.846,65,,2021-06-30 17:27:22.848,2.0
2021-06-30 17:27:22.882,500,7,2021-06-30 17:27:22.942,61,,2021-06-30 17:27:22.946,4.0
2021-06-30 17:27:22.981,500,7,2021-06-30 17:27:23.042,61,,2021-06-30 17:27:23.050,8.0
2021-06-30 17:27:23.082,500,7,2021-06-30 17:27:23.151,70,,2021-06-30 17:27:23.152,1.0
2021-06-30 17:27:23.182,500,7,2021-06-30 17:27:23.244,63,,2021-06-30 17:27:23.251,7.0
2021-06-30 17:27:23.282,500,7,2021-06-30 17:27:23.355,74,,2021-06-30 17:27:23.356,1.0
2021-06-30 17:27:23.382,500,7,2021-06-30 17:27:23.447,66,,2021-06-30 17:27:23.448,1.0
2021-06-30 17:27:23.482,500,7,2021-06-30 17:27:23.544,63,,2021-06-30 17:27:23.552,8.0
2021-06-30 17:27:23.581,500,8,2021-06-30 17:27:23.655,74,,2021-06-30 17:27:23.657,2.0
2021-06-30 17:27:23.682,500,6,2021-06-30 17:27:23.753,72,,2021-06-30 17:27:23.755,2.0
2021-06-30 17:27:23.781,500,7,2021-06-30 17:27:23.840,59,,2021-06-30 17:27:23.852,12.0
2021-06-30 17:27:23.881,500,7,2021-06-30 17:27:23.955,74,,2021-06-30 17:27:23.956,1.0
2021-06-30 17:27:23.982,500,7,2021-06-30 17:27:24.054,73,,2021-06-30 17:27:24.055,1.0
2021-06-30 17:27:24.082,500,7,2021-06-30 17:27:24.153,72,,2021-06-30 17:27:24.154,1.0
2021-06-30 17:27:24.181,500,7,2021-06-30 17:27:24.254,73,,2021-06-30 17:27:24.255,1.0
2021-06-30 17:27:24.282,500,6,2021-06-30 17:27:24.355,74,,2021-06-30 17:27:24.356,1.0
2021-06-30 17:27:24.382,500,7,2021-06-30 17:27:24.448,66,,2021-06-30 17:27:24.458,10.0
2021-06-30 17:27:24.481,500,7,2021-06-30 17:27:24.543,62,,2021-06-30 17:27:24.552,9.0
2021-06-30 17:27:24.581,500,7,2021-06-30 17:27:24.643,62,,2021-06-30 17:27:24.646,3.0
2021-06-30 17:27:24.682,500,7,2021-06-30 17:27:24.754,72,,2021-06-30 17:27:24.755,1.0
2021-06-30 17:27:24.782,500,7,2021-06-30 17:27:24.856,75,,2021-06-30 17:27:24.857,1.0
2021-06-30 17:27:24.881,500,8,2021-06-30 17:27:24.955,74,,2021-06-30 17:27:24.957,2.0
2021-06-30 17:27:24.982,500,6,2021-06-30 17:27:25.054,73,13.0,2021-06-30 17:27:25.055,1.0
2021-06-30 17:27:25.082,500,7,2021-06-30 17:27:25.155,74,13.0,2021-06-30 17:27:25.156,1.0
2021-06-30 17:27:25.181,500,7,2021-06-30 17:27:25.254,73,13.0,2021-06-30 17:27:25.256,2.0
2021-06-30 17:27:25.281,500,7,2021-06-30 17:27:25.354,73,13.0,2021-06-30 17:27:25.355,1.0
2021-06-30 17:27:25.381,500,7,2021-06-30 17:27:25.456,75,13.0,2021-06-30 17:27:25.457,1.0
2021-06-30 17:27:25.482,500,7,2021-06-30 17:27:25.556,75,13.0,2021-06-30 17:27:25.558,2.0
2021-06-30 17:27:25.582,500,7,2021-06-30 17:27:25.655,74,13.0,2021-06-30 17:27:25.656,1.0
2021-06-30 17:27:25.681,500,7,2021-06-30 17:27:25.755,74,13.0,2021-06-30 17:27:25.756,1.0
2021-06-30 17:27:25.781,500,7,2021-06-30 17:27:25.858,77,13.0,2021-06-30 17:27:25.859,1.0
2021-06-30 17:27:25.882,500,7,2021-06-30 17:27:25.955,73,13.0,2021-06-30 17:27:25.956,1.0
2021-06-30 17:27:25.981,500,7,2021-06-30 17:27:26.053,72,13.0,2021-06-30 17:27:26.054,1.0
2021-06-30 17:27:26.081,500,7,2021-06-30 17:27:26.142,61,13.0,2021-06-30 17:27:26.146,4.0
2021-06-30 17:27:26.182,500,7,2021-06-30 17:27:26.257,76,13.0,2021-06-30 17:27:26.259,2.0
2021-06-30 17:27:26.281,500,7,2021-06-30 17:27:26.344,63,13.0,2021-06-30 17:27:26.346,2.0
2021-06-30 17:27:26.381,500,7,2021-06-30 17:27:26.443,62,13.0,2021-06-30 17:27:26.445,2.0
2021-06-30 17:27:26.482,500,7,2021-06-30 17:27:26.555,73,13.0,2021-06-30 17:27:26.556,1.0
2021-06-30 17:27:26.581,500,7,2021-06-30 17:27:26.654,73,13.0,2021-06-30 17:27:26.655,1.0
2021-06-30 17:27:26.681,500,7,2021-06-30 17:27:26.745,64,13.0,2021-06-30 17:27:26.751,6.0
2021-06-30 17:27:26.782,500,7,2021-06-30 17:27:26.842,61,,2021-06-30 17:27:26.848,6.0
2021-06-30 17:27:26.882,500,7,2021-06-30 17:27:26.955,74,13.0,2021-06-30 17:27:26.956,1.0
2021-06-30 17:27:26.982,500,6,2021-06-30 17:27:27.055,74,13.0,2021-06-30 17:27:27.056,1.0
2021-06-30 17:27:27.082,500,6,2021-06-30 17:27:27.154,73,13.0,2021-06-30 17:27:27.155,1.0
2021-06-30 17:27:27.182,500,6,2021-06-30 17:27:27.254,73,13.0,2021-06-30 17:27:27.256,2.0
2021-06-30 17:27:27.281,500,7,2021-06-30 17:27:27.353,72,13.0,2021-06-30 17:27:27.354,1.0
2021-06-30 17:27:27.382,500,6,2021-06-30 17:27:27.453,72,13.0,2021-06-30 17:27:27.455,2.0
2021-06-30 17:27:27.481,500,7,2021-06-30 17:27:27.553,72,13.0,2021-06-30 17:27:27.554,1.0
2021-06-30 17:27:27.582,500,6,2021-06-30 17:27:27.660,79,13.0,2021-06-30 17:27:27.661,1.0
2021-06-30 17:27:27.681,500,7,2021-06-30 17:27:27.753,72,13.0,2021-06-30 17:27:27.754,1.0
2021-06-30 17:27:27.782,500,6,2021-06-30 17:27:27.853,72,13.0,2021-06-30 17:27:27.854,1.0
2021-06-30 17:27:27.882,500,7,2021-06-30 17:27:27.954,73,13.0,2021-06-30 17:27:27.955,1.0
2021-06-30 17:27:27.982,500,7,2021-06-30 17:27:28.052,71,13.0,2021-06-30 17:27:28.054,2.0
