goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 16:34:28.247,207.51600000000002,8.400075,28.409
2021-06-30 16:34:37.892,205.477,10.800221,2.3019999999999996
2021-06-30 16:34:49.912,207.136,11.000226,34.638000000000005
2021-06-30 16:35:02.165,207.124,13.000121,7.755
2021-06-30 16:35:16.390,206.30399999999997,9.200104,30.592000000000002
2021-06-30 16:35:26.838,205.566,11.200161,4.273
2021-06-30 16:35:39.259,205.851,11.800172,5.976999999999999
2021-06-30 16:35:52.279,205.558,10.200539,33.903000000000006
2021-06-30 16:36:03.730,210.72299999999998,7.800454,25.823
2021-06-30 16:36:12.779,208.15200000000002,10.000133,31.715
2021-06-30 16:36:24.033,207.127,7.800121,24.752
2021-06-30 16:36:33.075,207.482,11.200138,1.38
