timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 16:20:22.922259,TCP,192.168.1.7,22,192.168.1.9,46432,594
2021-06-30 16:20:22.962961,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:22.965174,TCP,192.168.1.7,22,192.168.1.9,46432,130
2021-06-30 16:20:22.965205,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:22.966364,TCP,192.168.1.9,46432,192.168.1.7,22,162
2021-06-30 16:20:22.968206,TCP,192.168.1.7,22,192.168.1.9,46432,66
2021-06-30 16:20:22.972601,TCP,192.168.1.7,22,192.168.1.9,46432,114
2021-06-30 16:20:22.972632,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:22.973512,TCP,192.168.1.9,46432,192.168.1.7,22,210
2021-06-30 16:20:22.977899,TCP,192.168.1.7,22,192.168.1.9,46432,178
2021-06-30 16:20:22.977949,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:22.978258,TCP,192.168.1.7,22,192.168.1.9,46432,66
2021-06-30 16:20:22.978277,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:24.662992,TCP,192.168.1.7,22,192.168.1.9,46432,226
2021-06-30 16:20:24.662992,TCP,192.168.1.7,22,192.168.1.9,46432,210
2021-06-30 16:20:24.663037,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:24.663070,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:24.843987,TCP,192.168.1.7,22,192.168.1.9,46432,178
2021-06-30 16:20:24.844007,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:24.845127,TCP,192.168.1.7,22,192.168.1.9,46432,210
2021-06-30 16:20:24.845145,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:27.735144,TCP,192.168.1.7,22,192.168.1.9,46432,178
2021-06-30 16:20:27.735144,TCP,192.168.1.7,22,192.168.1.9,46432,162
2021-06-30 16:20:27.735144,TCP,192.168.1.7,22,192.168.1.9,46432,210
2021-06-30 16:20:27.735144,TCP,192.168.1.7,22,192.168.1.9,46432,210
2021-06-30 16:20:27.735181,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:27.735222,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:27.735236,TCP,192.168.1.9,46432,192.168.1.7,22,66
2021-06-30 16:20:27.735245,TCP,192.168.1.9,46432,192.168.1.7,22,78
2021-06-30 16:20:28.042063,TCP,192.168.1.7,42592,192.168.1.9,22,74
2021-06-30 16:20:28.042092,TCP,192.168.1.9,22,192.168.1.7,42592,74
2021-06-30 16:20:28.043964,TCP,192.168.1.7,42592,192.168.1.9,22,66
2021-06-30 16:20:28.044646,TCP,192.168.1.7,42592,192.168.1.9,22,90
2021-06-30 16:20:28.044663,TCP,192.168.1.9,22,192.168.1.7,42592,66
2021-06-30 16:20:28.051526,TCP,192.168.1.9,22,192.168.1.7,42592,107
2021-06-30 16:20:28.053356,TCP,192.168.1.7,42592,192.168.1.9,22,66
2021-06-30 16:20:28.053375,TCP,192.168.1.9,22,192.168.1.7,42592,1146
