goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 20:40:18.518,206.935,8.00003,26.035
2021-06-30 20:40:27.763,206.72199999999998,11.000238,38.04
2021-06-30 20:40:40.020,206.724,7.40024,24.035999999999998
2021-06-30 20:40:48.662,206.288,10.200136,33.576
2021-06-30 20:41:00.113,206.314,7.200146,23.54
2021-06-30 20:41:08.554,8.261,12.398944,2.7950000000000004
2021-06-30 20:41:21.981,205.96200000000002,12.400174,4.864
2021-06-30 20:41:35.602,206.132,10.60012,33.748
2021-06-30 20:41:47.453,205.508,8.400228,30.264
2021-06-30 20:41:57.100,7.638,11.19926,37.102000000000004
2021-06-30 20:42:09.353,207.41000000000003,7.800279,28.311
2021-06-30 20:42:18.399,207.751,12.000106,6.143
