goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 14:43:13.009,206.133,7.600197,25.669999999999998
2021-06-30 14:43:21.851,206.146,10.400348,34.506
2021-06-30 14:43:33.503,207.85799999999998,10.600166,33.976
2021-06-30 14:43:45.357,206.14499999999998,10.599836,35.019
2021-06-30 14:43:57.207,205.08599999999998,7.600194,24.72
2021-06-30 14:44:06.052,205.868,12.200235,7.896999999999999
2021-06-30 14:44:19.476,207.423,8.800103,28.474
2021-06-30 14:44:29.522,205.434,10.200209,34.357
2021-06-30 14:44:40.972,206.56,6.800593,22.846999999999998
2021-06-30 14:44:49.013,206.299,11.400247,37.454
2021-06-30 14:45:01.667,206.798,11.000167,35.035
2021-06-30 14:45:13.921,206.383,11.400138,2.4789999999999996
