goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 14:38:40.156,207.172,7.399455,30.373
2021-06-30 14:38:48.806,7.17,10.000329,5.5009999999999994
2021-06-30 14:38:59.831,207.34199999999998,6.600139,26.519000000000002
2021-06-30 14:39:07.678,205.75099999999998,9.200166,37.083
2021-06-30 14:39:18.132,207.704,9.400193,37.102999999999994
2021-06-30 14:39:28.789,8.200000000000001,12.400759,14.041
2021-06-30 14:39:42.225,205.904,9.400067,36.028999999999996
2021-06-30 14:39:52.877,206.534,10.801559,9.907
2021-06-30 14:40:04.906,207.166,8.599991,34.842999999999996
2021-06-30 14:40:14.761,208.65800000000002,12.600171,17.171
2021-06-30 14:40:28.598,208.68200000000002,7.200362,27.956000000000003
2021-06-30 14:40:37.048,206.846,11.000084,8.07
