__run_id,__done,amcl_offloaded,navigation_offloaded,obj_recognition_offloaded,repetition,mission_execution_s,avg_extraction_time_ms,avg_detection_time_ms,avg_detection_result_delay_ms,recognition_ratio,avg_goal_sending_delay_ms,avg_goal_processing_s,avg_nav_result_delay_ms,num_of_packets,size_of_packets,avg_cpu_util,avg_memory_util,energy_J
run_16,DONE,false,true,true,3,137.41400241851807,5.34850863422292,53.989010989010985,3.3971742543171115,38.22605965463109,173.45449999999997,9.016725916666667,29.48625,61014,300218761,25.927994279462364,873538797.8989899,4024.523106091261
run_17,DONE,true,false,true,3,137.21541810035706,5.357199055861527,55.27852084972463,2.5436664044059794,39.496459480723836,173.92700000000002,9.150144583333333,24.678416666666664,65051,304993282,26.4057122993883,875403795.6211135,4023.3578521330355
run_18,DONE,false,true,true,4,138.80864262580872,5.944875776397516,53.91459627329193,3.950310559006211,39.829192546583855,177.35758333333334,9.166704083333334,26.271666666666665,84132,352529597,25.932786934051187,872825088.9123307,4063.127069452524
run_19,DONE,false,true,true,5,138.94002628326416,5.40947940947941,54.98057498057498,3.4079254079254078,38.38383838383838,160.34650000000002,9.183371916666667,26.94825,67302,289966489,25.77658823368636,873455613.076374,4063.222606889248
run_20,DONE,false,true,true,6,139.89443111419678,5.352351580570548,54.68851195065536,2.956823438704703,36.237471087124135,157.9665,9.2667175,29.816000000000003,61986,303180122,25.684560964195317,873153463.4787536,4107.282338152409
run_21,DONE,true,false,false,4,145.50301241874695,36.313704496788006,131.03854389721627,0.9047109207708779,40.149892933618844,179.90491666666665,9.750127416666666,20.551000000000002,17195,4658378,76.44008160482561,1076406876.488071,4889.0419816675185
run_22,DONE,false,false,true,1,139.471346616745,5.107501933488012,53.511987625676724,3.0123743232791957,38.05104408352668,206.95191666666668,9.316845083333334,28.452999999999992,45804,359562858,27.079288339445174,888592504.9850534,4116.017572399378
run_23,DONE,false,true,false,3,145.92573833465576,36.35844994617869,132.0172228202368,0.83745963401507,37.02906350914962,213.32375,9.733440583333332,15.402333333333331,27470,8705113,76.12925980290181,1072053960.5594026,4905.903043344974
run_24,DONE,true,false,true,4,138.20728945732117,5.070202808112325,53.09204368174727,2.9609984399375975,37.909516380655226,206.4416666666667,9.1501425,25.749166666666667,68028,319986204,25.697776276548762,875885140.4763271,4039.6289260647295
run_25,DONE,true,false,false,5,143.48023200035095,36.17486338797814,130.91912568306012,0.907103825136612,39.45355191256831,195.54808333333335,9.583670083333333,12.031833333333333,16801,4574047,76.24460561311756,1065972850.7219917,4817.989998059749
run_26,DONE,true,true,false,3,144.6840169429779,36.60695468914647,127.70073761854584,0.8598524762908325,38.14541622760801,210.5354166666667,9.516770666666666,19.27725,39908,12729086,75.1488704244051,1056187780.9938399,4872.097667009831
run_27,DONE,false,true,false,4,142.04199528694153,36.05798687089715,130.26148796498907,0.8687089715536105,37.96498905908096,214.43083333333334,9.383443333333332,19.625833333333333,27050,8536742,75.92969381361578,1063692663.9888735,4805.570045448303
run_28,DONE,true,true,false,4,142.31643676757812,35.8411513859275,127.06716417910448,0.8518123667377399,38.59275053304904,225.29475000000002,9.350074666666666,15.630583333333332,38943,12481509,75.47181604633583,1055294662.8141962,4814.714127594232
run_29,DONE,false,true,false,5,140.46326518058777,35.88666666666666,130.89111111111112,0.8444444444444444,37.44444444444445,214.4455,9.233499,15.972166666666665,26517,8401783,76.25906819159832,1062965568.8581511,4753.649501670122
run_30,DONE,false,true,false,6,143.36916971206665,35.866379310344826,129.73060344827587,1.6853448275862069,36.5301724137931,211.42208333333335,9.483616416666667,22.794833333333333,27166,8568798,76.29833882935732,1064932388.1411765,4835.443786421299
run_31,DONE,true,true,false,5,144.9942660331726,35.961011591148576,128.90200210748156,0.8292939936775553,36.670179135932564,213.97708333333333,9.616717,19.972583333333336,39943,12781944,75.75898819595514,1058140266.3896104,4907.033006232738
run_32,DONE,true,false,false,6,143.20448851585388,36.411572052401745,131.34825327510916,0.8897379912663755,39.082969432314414,179.38875,9.616973499999999,15.554416666666667,16909,4580117,76.52565856118804,1067957681.1761442,4820.1039044179915
run_33,DONE,false,false,true,2,137.01075887680054,6.218897637795275,63.13543307086614,12.930708661417324,38.818897637795274,206.56150000000002,9.116759083333333,24.846083333333336,40732,303196212,27.647429457960744,887715153.3787111,4002.3338155372144
run_34,DONE,true,false,true,5,138.230122089386,6.17357310398749,60.91243158717748,3.5723221266614544,36.66927286942924,173.3830833333333,9.216889833333331,22.727083333333336,46086,272323400,26.170731788728297,875291690.605452,4033.8672313025
run_35,DONE,false,false,false,3,141.60744619369507,36.19153674832962,133.71492204899778,0.923162583518931,40.75723830734967,196.91658333333336,9.56699875,17.418000000000003,2121,261742,77.28177963743363,1074256553.7098808,4755.005069196939
run_36,DONE,false,true,true,7,141.250874042511,5.991615853658536,57.93064024390244,3.6013719512195124,37.118902439024396,181.77583333333337,9.316729833333333,27.910999999999998,62561,268777438,26.55631139335258,873249971.5231416,4137.085828414201
run_37,DONE,false,false,true,3,137.3182978630066,5.937795275590551,60.43464566929134,2.8275590551181105,38.976377952755904,206.54641666666666,9.133637583333334,24.316000000000003,49358,314771687,27.65061376344426,887905511.4166065,4023.7105905776025
run_38,DONE,true,true,true,3,143.87817311286926,6.071748878923767,58.92152466367713,2.8393124065769806,34.902840059790734,110.34474999999999,9.600078583333334,20.826666666666668,61401,250567609,24.057989023276924,861215301.1129477,4193.549502973795
run_39,DONE,true,true,true,4,141.37576341629028,6.247908745247148,60.57414448669201,3.173384030418251,36.73003802281369,164.27358333333333,9.416745083333334,22.064666666666668,57585,238931744,24.59761741467097,861443247.8093903,4111.279364529371
run_40,DONE,true,true,false,6,144.37963199615479,36.86406743940991,127.29926238145416,0.804004214963119,34.98419388830348,212.70691666666667,9.533509416666666,22.283666666666665,41635,12860134,74.99814796120705,1059777543.0233196,4798.321232266426
run_41,DONE,false,true,false,7,142.7391791343689,36.05482456140351,131.24451754385964,0.8267543859649122,38.59649122807017,216.38925000000003,9.433424666666665,27.18608333333333,28121,8602229,76.16268221448908,1069278746.6851981,4755.298960877895
run_42,DONE,false,false,false,4,145.6229865550995,36.19052744886975,133.2421959095802,0.8460710441334769,36.81377825618945,209.6586666666667,9.916910666666666,19.597333333333335,2177,269078,77.58296989615022,1081170070.6702998,4883.730448603392
run_43,DONE,true,false,true,6,134.15004920959473,6.15092816787732,58.57304277643261,5.67635189669088,38.01452784503632,189.65900000000002,8.866811666666667,24.362666666666666,86691,162172154,26.540265586172232,875845456.8023599,4067.5841605453493
run_44,DONE,true,false,true,7,147.5605926513672,5.866666666666666,57.41538461538462,3.3355311355311357,35.97069597069597,189.86116666666666,9.966872666666665,27.93283333333333,60941,310601189,26.231250044479165,870172738.0645162,4309.503210184813
run_45,DONE,true,true,true,5,137.5173420906067,6.377269139700079,60.29123914759274,4.486187845303867,36.385161799526436,160.75424999999998,9.066698666666666,25.963750000000005,54944,224134220,24.19697413595678,855470413.463977,4025.921423477173
run_46,DONE,true,true,true,6,138.94913029670715,6.190993788819876,58.975931677018636,3.752329192546584,40.06211180124223,164.77325000000002,9.183401333333334,27.492083333333337,59499,241415394,24.353029277608467,855842664.1881682,4058.4113417756557
run_47,DONE,true,true,false,7,143.3610486984253,35.770042194092824,125.50738396624473,0.8607594936708861,34.91561181434599,209.83708333333334,9.450179166666667,18.15041666666667,39565,12638583,74.77016550269575,1055134058.0773481,4803.984228342533
run_48,DONE,true,false,false,7,137.62940955162048,36.351535836177476,131.12172923777018,0.888509670079636,37.20136518771331,112.03699999999999,9.216907083333334,17.38925,16047,4377491,76.29834267522828,1059700544.184438,4631.8935182955265
run_49,DONE,true,true,false,8,143.76980757713318,36.428872497365646,126.60379346680716,0.8661749209694415,36.775553213909376,211.65141666666668,9.533539583333335,17.225666666666665,39715,12646423,74.99262558814166,1057221442.1612681,4837.277354651451
run_50,DONE,false,true,true,8,137.11062622070312,5.902285263987392,57.40189125295508,3.0063041765169425,38.297872340425535,110.40491666666667,9.083393333333332,25.201750000000004,59560,265950104,26.54096823482844,868409373.5953758,4037.4842275338174
run_51,DONE,true,false,true,8,135.831689119339,5.956279809220986,58.87758346581876,3.2273449920508743,36.80445151033386,189.9201666666667,8.983577166666667,30.336,58068,270200389,25.71911023847384,871470152.4493071,3977.5869310059547
run_52,DONE,true,false,true,9,135.78246402740479,6.03097696584591,59.01191421763304,3.057982525814138,36.775218427323274,206.41391666666667,8.95024575,30.506999999999994,56599,268695027,26.50613144227188,872430225.7518249,3966.274880977631
run_53,DONE,false,false,false,5,140.37896060943604,36.270300333704114,132.0289210233593,0.8542825361512792,39.265850945494996,177.4325,9.500129999999999,16.520833333333336,2093,260962,77.19639549861948,1071085662.0777385,4716.612994549275
run_54,DONE,false,true,false,8,173.24089360237122,36.3907225691347,132.057091882248,1.0785013380909902,40.32114183764496,218.92925,11.966855916666667,20.131500000000003,32686,10336415,76.95194924424548,1104974075.3027523,5841.393307224751
run_55,DONE,true,false,false,8,149.91072630882263,36.15145228215768,131.36929460580913,0.8589211618257261,36.410788381742734,194.10416666666666,10.150196333333335,14.116166666666667,17760,4812104,76.64365061124165,1077730645.3333333,5044.922144019843
run_56,DONE,true,true,true,7,143.04765343666077,5.973644578313253,58.13027108433735,3.4751506024096384,36.89759036144578,124.94025,9.533399416666668,28.743666666666666,63698,258432492,24.128274497932967,857698224.5211365,4179.232399230242
run_57,DONE,true,true,true,8,145.93566417694092,6.175257731958763,59.42857142857143,3.452135493372607,40.6480117820324,110.76483333333333,9.816754083333334,24.647750000000002,58023,252908304,24.43899461141099,858029957.5652174,4252.561812194585
run_58,DONE,false,true,false,9,149.77440643310547,36.3971044467425,130.36504653567735,1.172699069286453,40.641158221302994,212.66575,9.98361175,16.4725,28260,8938552,76.05384081278416,1075687635.581457,5034.2934931445125
run_59,DONE,true,true,true,9,142.02047443389893,6.107224334600761,60.11787072243346,3.461596958174905,35.81749049429658,159.616,9.450053333333335,24.914,63050,242759552,24.18541528524757,858154009.0104675,4144.745333352327
run_60,DONE,false,false,true,4,133.8380479812622,5.955465587044534,60.24453441295547,2.834817813765182,35.1417004048583,172.92375,8.866828583333332,29.414333333333335,46650,302231086,27.34400005199291,889309839.36,3921.9331663651465
run_61,DONE,false,false,true,5,140.895037651062,5.973180076628353,60.63448275862069,2.901149425287356,38.31417624521073,173.16916666666665,9.45007333333333,15.924166666666666,44188,309219210,27.1679099812464,884690298.3251232,4117.27054039073
run_62,DONE,false,false,false,6,142.94787693023682,36.91602209944752,134.24530386740332,0.8773480662983425,39.226519337016576,179.61733333333336,9.700183583333335,16.61575,2144,264320,77.33120202256045,1074905503.5774844,4795.19749505353
run_63,DONE,false,false,true,6,134.2096405029297,5.925060435132957,59.9822723609992,3.6567284448025785,39.00080580177276,189.8065,8.833395333333334,30.04816666666667,43456,309602142,26.761135780705814,884771027.4454278,3934.0283104758264
run_64,DONE,true,false,false,9,144.18769693374634,36.48362445414847,132.22707423580786,0.8635371179039302,39.519650655021834,177.5705833333333,9.633644000000002,11.11875,16838,4595452,76.57240167094032,1071248527.0640055,4824.495162154674
run_65,DONE,false,true,false,10,153.8006317615509,35.90261044176707,130.3574297188755,5.289156626506024,40.963855421686745,216.87766666666667,10.366745,18.710666666666672,29283,9218474,76.21083156221687,1079701617.5577047,5169.594171162606
run_66,DONE,true,true,true,10,136.08168983459473,5.897619047619048,56.86746031746032,3.077777777777778,35.87301587301587,144.73833333333332,8.916702833333334,23.4755,59193,244052190,24.414628868019737,858107498.573508,3973.596363543272
run_67,DONE,false,false,true,7,139.92436122894287,5.963076923076923,60.29,2.39,37.38461538461538,189.44258333333335,9.366858083333332,25.866,44547,323132452,26.305173675866943,885733644.5187811,4080.4180969786644
run_68,DONE,false,false,false,7,137.52269387245178,36.20608108108108,130.90315315315314,0.8085585585585585,37.38738738738739,209.6023333333333,9.2002655,19.382166666666667,2119,261254,77.10865781627176,1069561684.5945166,4601.421205929994
run_69,DONE,false,false,true,8,138.24096608161926,6.109289617486339,62.077283372365336,3.243559718969555,37.39266198282592,174.15366666666668,9.250043750000001,27.885916666666663,43331,314860239,27.15175632285388,884963449.8523297,4043.366769755125
run_70,DONE,true,false,false,10,142.94572138786316,36.131521739130434,130.70978260869566,0.8391304347826087,35.434782608695656,195.64133333333336,9.550278583333336,13.996749999999999,16876,4577799,76.33948621346171,1069081101.8570437,4773.491615435839
run_71,DONE,false,false,false,8,147.75492596626282,36.445263157894736,132.53894736842105,0.8631578947368421,38.0,162.11158333333336,10.083655250000001,15.149833333333332,2273,279578,77.2656815498767,1083023505.794493,4947.3807232589725
run_72,DONE,false,true,true,9,141.14489817619324,6.022307692307693,58.64153846153846,4.653846153846154,35.30769230769231,159.44291666666666,9.366747250000001,27.9765,55755,269290398,26.146769713819698,870736490.4269663,4122.145260042429
run_73,DONE,false,false,false,9,141.00140285491943,36.6659217877095,133.5486033519553,0.8614525139664805,39.55307262569833,194.91258333333334,9.55026225,16.4085,2132,262412,77.26253498574378,1072027345.1267606,4736.291853620052
run_74,DONE,false,true,true,10,137.11186242103577,5.973207249802995,58.38297872340426,2.8991331757289203,37.35224586288416,177.43425,9.033390083333334,25.842333333333332,52361,270720534,26.32161968338774,870615539.0426608,4016.5159637174606
run_75,DONE,false,false,true,9,137.65256476402283,5.882537196554424,59.62411902897416,2.6311667971808927,37.9796397807361,156.89008333333334,9.1667375,31.289083333333334,51299,319381057,27.774730056202436,885290254.5601152,4009.018305618763
run_76,DONE,false,false,true,10,142.31371641159058,6.319969742813918,63.88653555219365,2.2254160363086233,36.157337367624805,173.47799999999998,9.56687225,25.399749999999997,40783,310896142,27.86399722165716,885674751.286908,4147.535365614653
run_77,DONE,true,true,false,9,143.86871933937073,35.8107822410148,127.49154334038055,0.8456659619450317,35.41226215644821,209.27675,9.500154416666666,24.81883333333333,39249,12578632,75.29545117344715,1060613288.6671262,4809.4813678088185
run_78,DONE,true,false,true,10,140.17698550224304,5.92632386799693,58.64773599386032,3.3438219493476593,37.37528779739064,189.94883333333334,9.383495916666666,19.721916666666665,53057,294801242,26.29158424285716,873361984.4526167,4106.9535279846195
run_79,DONE,true,true,false,10,144.39763689041138,36.43143459915612,127.52742616033755,0.8322784810126582,35.75949367088608,210.99183333333335,9.550118500000002,18.139666666666667,39525,12669265,75.09767422369502,1058649784.2079344,4846.299434767247
run_80,DONE,false,false,false,10,142.33136582374573,36.60112359550562,135.71123595505617,0.8808988764044944,42.58426966292135,179.2781666666667,9.616955500000001,15.766333333333334,2108,260400,77.64343547421461,1073521781.273743,4771.696791777611
