goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 21:22:39.810,205.72199999999998,9.000193,31.085
2021-06-30 21:22:50.063,207.307,11.60014,5.553
2021-06-30 21:23:02.886,206.494,7.000201,27.305
2021-06-30 21:23:11.129,205.535,8.800192,31.273000000000003
2021-06-30 21:23:21.175,205.71800000000002,7.200188,24.094
2021-06-30 21:23:29.615,205.5,11.800156,3.3440000000000003
2021-06-30 21:23:42.634,206.694,10.000186,33.12
2021-06-30 21:23:53.885,206.702,10.800185,34.113
2021-06-30 21:24:05.938,206.65900000000002,9.000092,28.249
2021-06-30 21:24:16.185,7.498,14.800249,13.252999999999998
2021-06-30 21:24:32.017,208.327,8.20023,26.443
2021-06-30 21:24:41.463,208.403,11.600202,36.394999999999996
