frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 21:09:03.015,269,6,2021-06-30 21:09:03.050,37,,2021-06-30 21:09:03.054,4.0
2021-06-30 21:09:03.107,261,6,2021-06-30 21:09:03.149,42,,2021-06-30 21:09:03.155,6.0
2021-06-30 21:09:03.202,265,6,2021-06-30 21:09:03.243,41,,2021-06-30 21:09:03.246,3.0
2021-06-30 21:09:03.298,265,5,2021-06-30 21:09:03.339,42,,2021-06-30 21:09:03.340,1.0
2021-06-30 21:09:03.393,269,5,2021-06-30 21:09:03.434,42,,2021-06-30 21:09:03.439,5.0
2021-06-30 21:09:03.488,261,5,2021-06-30 21:09:03.528,41,,2021-06-30 21:09:03.530,2.0
2021-06-30 21:09:03.582,260,5,2021-06-30 21:09:03.616,34,,2021-06-30 21:09:03.618,2.0
2021-06-30 21:09:03.682,261,5,2021-06-30 21:09:03.722,41,,2021-06-30 21:09:03.724,2.0
2021-06-30 21:09:03.781,256,5,2021-06-30 21:09:03.831,50,,2021-06-30 21:09:03.832,1.0
2021-06-30 21:09:03.881,269,6,2021-06-30 21:09:03.923,42,,2021-06-30 21:09:03.926,3.0
2021-06-30 21:09:03.981,259,6,2021-06-30 21:09:04.032,51,,2021-06-30 21:09:04.040,8.0
2021-06-30 21:09:04.082,264,5,2021-06-30 21:09:04.122,41,,2021-06-30 21:09:04.124,2.0
2021-06-30 21:09:04.181,269,6,2021-06-30 21:09:04.223,42,,2021-06-30 21:09:04.224,1.0
2021-06-30 21:09:04.281,265,6,2021-06-30 21:09:04.322,41,,2021-06-30 21:09:04.324,2.0
2021-06-30 21:09:04.381,264,5,2021-06-30 21:09:04.422,41,,2021-06-30 21:09:04.423,1.0
2021-06-30 21:09:04.481,268,6,2021-06-30 21:09:04.523,42,,2021-06-30 21:09:04.524,1.0
2021-06-30 21:09:04.582,257,5,2021-06-30 21:09:04.622,41,,2021-06-30 21:09:04.624,2.0
