frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 12:21:21.406,500,19,2021-06-30 12:21:21.478,74,,2021-06-30 12:21:21.482,4.0
2021-06-30 12:21:21.510,500,18,2021-06-30 12:21:21.585,76,,2021-06-30 12:21:21.592,7.0
2021-06-30 12:21:21.611,500,18,2021-06-30 12:21:21.684,73,,2021-06-30 12:21:21.694,10.0
2021-06-30 12:21:21.716,500,17,2021-06-30 12:21:21.797,82,,2021-06-30 12:21:21.811,14.0
2021-06-30 12:21:21.820,500,17,2021-06-30 12:21:21.903,84,,2021-06-30 12:21:21.917,14.0
2021-06-30 12:21:21.922,500,17,2021-06-30 12:21:22.004,82,,2021-06-30 12:21:22.006,2.0
2021-06-30 12:21:22.022,500,17,2021-06-30 12:21:22.104,82,,2021-06-30 12:21:22.121,17.0
2021-06-30 12:21:22.121,500,18,2021-06-30 12:21:22.204,83,,2021-06-30 12:21:22.219,15.0
2021-06-30 12:21:22.222,500,17,2021-06-30 12:21:22.303,82,,2021-06-30 12:21:22.308,5.0
2021-06-30 12:21:22.321,500,17,2021-06-30 12:21:22.401,81,,2021-06-30 12:21:22.418,17.0
2021-06-30 12:21:22.422,500,16,2021-06-30 12:21:22.503,82,,2021-06-30 12:21:22.523,20.0
2021-06-30 12:21:22.520,500,18,2021-06-30 12:21:22.602,82,,2021-06-30 12:21:22.607,5.0
2021-06-30 12:21:22.620,500,17,2021-06-30 12:21:22.701,81,,2021-06-30 12:21:22.707,6.0
2021-06-30 12:21:22.720,500,18,2021-06-30 12:21:22.802,83,,2021-06-30 12:21:22.842,40.0
2021-06-30 12:21:22.820,500,17,2021-06-30 12:21:22.902,83,,2021-06-30 12:21:22.912,10.0
2021-06-30 12:21:22.920,500,17,2021-06-30 12:21:23.000,81,,2021-06-30 12:21:23.015,15.0
2021-06-30 12:21:23.020,500,17,2021-06-30 12:21:23.092,73,,2021-06-30 12:21:23.116,24.0
2021-06-30 12:21:23.120,500,17,2021-06-30 12:21:23.192,73,,2021-06-30 12:21:23.209,17.0
2021-06-30 12:21:23.221,500,17,2021-06-30 12:21:23.302,82,,2021-06-30 12:21:23.327,25.0
2021-06-30 12:21:23.320,500,18,2021-06-30 12:21:23.390,70,,2021-06-30 12:21:23.401,11.0
2021-06-30 12:21:23.420,500,17,2021-06-30 12:21:23.490,70,,2021-06-30 12:21:23.497,7.0
2021-06-30 12:21:23.522,500,17,2021-06-30 12:21:23.604,83,,2021-06-30 12:21:23.634,30.0
2021-06-30 12:21:23.622,500,17,2021-06-30 12:21:23.703,82,,2021-06-30 12:21:23.731,28.0
2021-06-30 12:21:23.721,500,18,2021-06-30 12:21:23.804,84,,2021-06-30 12:21:23.833,29.0
2021-06-30 12:21:23.821,500,19,2021-06-30 12:21:23.894,73,,2021-06-30 12:21:23.921,27.0
2021-06-30 12:21:23.921,500,17,2021-06-30 12:21:23.991,70,,2021-06-30 12:21:24.052,61.0
2021-06-30 12:21:24.020,500,18,2021-06-30 12:21:24.103,84,,2021-06-30 12:21:24.130,27.0
2021-06-30 12:21:24.121,500,18,2021-06-30 12:21:24.204,84,,2021-06-30 12:21:24.231,27.0
2021-06-30 12:21:24.222,500,17,2021-06-30 12:21:24.304,83,,2021-06-30 12:21:24.334,30.0
2021-06-30 12:21:24.323,500,17,2021-06-30 12:21:24.398,76,,2021-06-30 12:21:24.403,5.0
2021-06-30 12:21:24.420,500,18,2021-06-30 12:21:24.503,83,,2021-06-30 12:21:24.528,25.0
2021-06-30 12:21:24.520,500,17,2021-06-30 12:21:24.599,80,,2021-06-30 12:21:24.639,40.0
2021-06-30 12:21:24.621,500,17,2021-06-30 12:21:24.691,71,,2021-06-30 12:21:24.734,43.0
2021-06-30 12:21:24.720,500,18,2021-06-30 12:21:24.793,72,,2021-06-30 12:21:24.800,7.0
2021-06-30 12:21:24.822,500,17,2021-06-30 12:21:24.893,72,,2021-06-30 12:21:24.909,16.0
2021-06-30 12:21:24.920,500,19,2021-06-30 12:21:25.004,85,,2021-06-30 12:21:25.075,71.0
2021-06-30 12:21:25.022,500,18,2021-06-30 12:21:25.108,87,,2021-06-30 12:21:25.165,57.0
2021-06-30 12:21:25.126,500,18,2021-06-30 12:21:25.201,76,,2021-06-30 12:21:25.226,25.0
2021-06-30 12:21:25.222,500,18,2021-06-30 12:21:25.300,80,,2021-06-30 12:21:25.339,39.0
2021-06-30 12:21:25.321,500,18,2021-06-30 12:21:25.404,84,,2021-06-30 12:21:25.464,60.0
2021-06-30 12:21:25.422,500,19,2021-06-30 12:21:25.506,85,,2021-06-30 12:21:25.561,55.0
2021-06-30 12:21:25.524,500,20,2021-06-30 12:21:25.597,74,,2021-06-30 12:21:25.606,9.0
2021-06-30 12:21:25.620,500,20,2021-06-30 12:21:25.697,78,,2021-06-30 12:21:25.750,53.0
2021-06-30 12:21:25.721,500,19,2021-06-30 12:21:25.793,73,,2021-06-30 12:21:25.824,31.0
2021-06-30 12:21:25.820,500,19,2021-06-30 12:21:25.904,85,,2021-06-30 12:21:25.926,22.0
