goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-24 14:55:07.147,206.362,7.600309,26.329
2021-06-24 14:55:15.992,206.637,10.400126,35.236999999999995
2021-06-24 14:55:27.645,206.611,6.801148,22.241
2021-06-24 14:55:35.686,207.583,11.600375,4.042
2021-06-24 14:55:48.509,208.718,7.800209,26.073
2021-06-24 14:55:57.554,205.868,11.200172,2.96
2021-06-24 14:56:09.974,209.126,18.800258,26.616
2021-06-24 14:56:30.020,206.8,10.600137,36.062999999999995
2021-06-24 14:56:41.874,8.304,8.998712,30.984
2021-06-24 14:56:51.921,207.60600000000002,13.800342,8.052
2021-06-24 14:57:06.948,206.897,7.200525,27.578
2021-06-24 14:57:15.394,205.743,11.399824,2.433
