timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 23:13:02.446197,TCP,192.168.1.7,22,192.168.1.9,44038,594
2021-06-30 23:13:02.487081,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:02.488959,TCP,192.168.1.7,22,192.168.1.9,44038,130
2021-06-30 23:13:02.488992,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:02.490157,TCP,192.168.1.9,44038,192.168.1.7,22,162
2021-06-30 23:13:02.491941,TCP,192.168.1.7,22,192.168.1.9,44038,66
2021-06-30 23:13:02.495274,TCP,192.168.1.7,22,192.168.1.9,44038,114
2021-06-30 23:13:02.495306,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:02.496181,TCP,192.168.1.9,44038,192.168.1.7,22,194
2021-06-30 23:13:02.498028,TCP,192.168.1.7,22,192.168.1.9,44038,66
2021-06-30 23:13:02.499645,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:02.499691,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:04.187117,TCP,192.168.1.7,22,192.168.1.9,44038,226
2021-06-30 23:13:04.187118,TCP,192.168.1.7,22,192.168.1.9,44038,210
2021-06-30 23:13:04.187164,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:04.187197,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:04.378719,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:04.378728,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:04.380432,TCP,192.168.1.7,22,192.168.1.9,44038,210
2021-06-30 23:13:04.380479,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:07.259063,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:07.259063,TCP,192.168.1.7,22,192.168.1.9,44038,162
2021-06-30 23:13:07.259063,TCP,192.168.1.7,22,192.168.1.9,44038,210
2021-06-30 23:13:07.259063,TCP,192.168.1.7,22,192.168.1.9,44038,210
2021-06-30 23:13:07.259100,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:07.259140,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:07.259155,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:07.259164,TCP,192.168.1.9,44038,192.168.1.7,22,78
2021-06-30 23:13:07.566156,TCP,192.168.1.7,46168,192.168.1.9,22,74
2021-06-30 23:13:07.566197,TCP,192.168.1.9,22,192.168.1.7,46168,74
2021-06-30 23:13:07.567901,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.568684,TCP,192.168.1.7,46168,192.168.1.9,22,90
2021-06-30 23:13:07.568707,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.576377,TCP,192.168.1.9,22,192.168.1.7,46168,107
2021-06-30 23:13:07.577918,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.577926,TCP,192.168.1.9,22,192.168.1.7,46168,1146
2021-06-30 23:13:07.580188,TCP,192.168.1.7,46168,192.168.1.9,22,706
2021-06-30 23:13:07.580188,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.580212,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.581848,TCP,192.168.1.7,46168,192.168.1.9,22,90
2021-06-30 23:13:07.581864,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.586074,TCP,192.168.1.9,22,192.168.1.7,46168,346
2021-06-30 23:13:07.587900,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.665362,TCP,192.168.1.7,46168,192.168.1.9,22,338
2021-06-30 23:13:07.665392,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.671115,TCP,192.168.1.9,22,192.168.1.7,46168,914
2021-06-30 23:13:07.673038,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.769241,TCP,192.168.1.7,46168,192.168.1.9,22,82
2021-06-30 23:13:07.769256,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.775756,TCP,192.168.1.7,46168,192.168.1.9,22,130
2021-06-30 23:13:07.775771,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.775863,TCP,192.168.1.9,22,192.168.1.7,46168,130
2021-06-30 23:13:07.778492,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.829855,TCP,192.168.1.7,46168,192.168.1.9,22,1234
2021-06-30 23:13:07.837399,TCP,192.168.1.9,22,192.168.1.7,46168,114
2021-06-30 23:13:07.838784,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.876286,TCP,192.168.1.7,22,192.168.1.9,44038,338
2021-06-30 23:13:07.876308,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:07.877422,TCP,192.168.1.7,46168,192.168.1.9,22,146
2021-06-30 23:13:07.918601,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.973267,TCP,192.168.1.9,22,192.168.1.7,46168,594
2021-06-30 23:13:07.976498,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.976516,TCP,192.168.1.9,22,192.168.1.7,46168,130
2021-06-30 23:13:07.978165,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.980885,TCP,192.168.1.7,46168,192.168.1.9,22,306
2021-06-30 23:13:07.980906,TCP,192.168.1.9,22,192.168.1.7,46168,66
2021-06-30 23:13:07.981312,TCP,192.168.1.9,22,192.168.1.7,46168,178
2021-06-30 23:13:07.983152,TCP,192.168.1.7,46168,192.168.1.9,22,66
2021-06-30 23:13:07.984354,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:07.984362,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.304066,TCP,192.168.1.9,57032,192.168.1.7,33641,74
2021-06-30 23:13:08.308670,TCP,192.168.1.7,33641,192.168.1.9,57032,74
2021-06-30 23:13:08.308708,TCP,192.168.1.9,57032,192.168.1.7,33641,66
2021-06-30 23:13:08.308800,TCP,192.168.1.9,57032,192.168.1.7,33641,467
2021-06-30 23:13:08.312022,TCP,192.168.1.7,33641,192.168.1.9,57032,66
2021-06-30 23:13:08.313286,TCP,192.168.1.7,33641,192.168.1.9,57032,440
2021-06-30 23:13:08.313315,TCP,192.168.1.9,57032,192.168.1.7,33641,66
2021-06-30 23:13:08.390685,TCP,192.168.1.7,22,192.168.1.9,44038,770
2021-06-30 23:13:08.390685,TCP,192.168.1.7,22,192.168.1.9,44038,962
2021-06-30 23:13:08.390686,TCP,192.168.1.7,22,192.168.1.9,44038,1634
2021-06-30 23:13:08.390722,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.390769,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.390780,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.391604,TCP,192.168.1.7,22,192.168.1.9,44038,2962
2021-06-30 23:13:08.391626,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.393146,TCP,192.168.1.7,22,192.168.1.9,44038,1426
2021-06-30 23:13:08.393169,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.399877,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:08.399877,TCP,192.168.1.7,22,192.168.1.9,44038,226
2021-06-30 23:13:08.399898,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.399930,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.692474,TCP,192.168.1.7,22,192.168.1.9,44038,194
2021-06-30 23:13:08.692474,TCP,192.168.1.7,22,192.168.1.9,44038,194
2021-06-30 23:13:08.692510,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.692556,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.731194,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:08.731226,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.773966,TCP,192.168.1.7,22,192.168.1.9,44038,178
2021-06-30 23:13:08.773983,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.778004,TCP,192.168.1.7,36488,192.168.1.9,42781,74
2021-06-30 23:13:08.778033,TCP,192.168.1.9,42781,192.168.1.7,36488,74
2021-06-30 23:13:08.780699,TCP,192.168.1.7,36488,192.168.1.9,42781,66
2021-06-30 23:13:08.780699,TCP,192.168.1.7,36488,192.168.1.9,42781,667
2021-06-30 23:13:08.780753,TCP,192.168.1.9,42781,192.168.1.7,36488,66
2021-06-30 23:13:08.785131,TCP,192.168.1.9,57034,192.168.1.7,33641,74
2021-06-30 23:13:08.786696,TCP,192.168.1.7,33641,192.168.1.9,57034,74
2021-06-30 23:13:08.786722,TCP,192.168.1.9,57034,192.168.1.7,33641,66
2021-06-30 23:13:08.786803,TCP,192.168.1.9,57034,192.168.1.7,33641,507
2021-06-30 23:13:08.790459,TCP,192.168.1.7,33641,192.168.1.9,57034,66
2021-06-30 23:13:08.801566,TCP,192.168.1.7,33641,192.168.1.9,57034,430
2021-06-30 23:13:08.801608,TCP,192.168.1.9,57034,192.168.1.7,33641,66
2021-06-30 23:13:08.801648,TCP,192.168.1.7,22,192.168.1.9,44038,162
2021-06-30 23:13:08.801656,TCP,192.168.1.9,44038,192.168.1.7,22,66
2021-06-30 23:13:08.803103,TCP,192.168.1.9,34690,192.168.1.7,11311,74
2021-06-30 23:13:08.805679,TCP,192.168.1.7,11311,192.168.1.9,34690,74
