frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 23:13:09.955,357,6,2021-06-30 23:13:10.000,47,,2021-06-30 23:13:10.001,1.0
2021-06-30 23:13:10.058,355,5,2021-06-30 23:13:10.109,52,,2021-06-30 23:13:10.111,2.0
2021-06-30 23:13:10.162,356,5,2021-06-30 23:13:10.215,53,,2021-06-30 23:13:10.221,6.0
2021-06-30 23:13:10.267,358,6,2021-06-30 23:13:10.320,53,,2021-06-30 23:13:10.322,2.0
2021-06-30 23:13:10.373,351,5,2021-06-30 23:13:10.424,52,,2021-06-30 23:13:10.425,1.0
2021-06-30 23:13:10.478,359,5,2021-06-30 23:13:10.530,53,,2021-06-30 23:13:10.532,2.0
2021-06-30 23:13:10.582,365,5,2021-06-30 23:13:10.635,54,,2021-06-30 23:13:10.637,2.0
2021-06-30 23:13:10.682,356,5,2021-06-30 23:13:10.727,46,,2021-06-30 23:13:10.729,2.0
2021-06-30 23:13:10.781,351,6,2021-06-30 23:13:10.836,55,,2021-06-30 23:13:10.839,3.0
2021-06-30 23:13:10.881,355,6,2021-06-30 23:13:10.933,52,,2021-06-30 23:13:10.936,3.0
2021-06-30 23:13:10.982,353,5,2021-06-30 23:13:11.033,52,,2021-06-30 23:13:11.035,2.0
2021-06-30 23:13:11.081,358,6,2021-06-30 23:13:11.134,53,,2021-06-30 23:13:11.136,2.0
2021-06-30 23:13:11.182,359,6,2021-06-30 23:13:11.235,53,,2021-06-30 23:13:11.237,2.0
2021-06-30 23:13:11.281,358,6,2021-06-30 23:13:11.335,54,,2021-06-30 23:13:11.336,1.0
2021-06-30 23:13:11.382,358,5,2021-06-30 23:13:11.435,54,,2021-06-30 23:13:11.436,1.0
2021-06-30 23:13:11.481,357,6,2021-06-30 23:13:11.534,53,,2021-06-30 23:13:11.536,2.0
2021-06-30 23:13:11.581,353,6,2021-06-30 23:13:11.634,53,,2021-06-30 23:13:11.636,2.0
2021-06-30 23:13:11.681,353,6,2021-06-30 23:13:11.733,52,,2021-06-30 23:13:11.734,1.0
2021-06-30 23:13:11.782,362,5,2021-06-30 23:13:11.835,54,,2021-06-30 23:13:11.836,1.0
2021-06-30 23:13:11.882,357,5,2021-06-30 23:13:11.936,55,,2021-06-30 23:13:11.937,1.0
2021-06-30 23:13:11.981,353,6,2021-06-30 23:13:12.034,53,,2021-06-30 23:13:12.035,1.0
2021-06-30 23:13:12.081,354,6,2021-06-30 23:13:12.137,56,,2021-06-30 23:13:12.138,1.0
2021-06-30 23:13:12.181,356,6,2021-06-30 23:13:12.233,52,,2021-06-30 23:13:12.235,2.0
2021-06-30 23:13:12.281,378,6,2021-06-30 23:13:12.337,56,,2021-06-30 23:13:12.338,1.0
2021-06-30 23:13:12.381,430,6,2021-06-30 23:13:12.443,62,,2021-06-30 23:13:12.444,1.0
2021-06-30 23:13:12.481,461,6,2021-06-30 23:13:12.542,61,,2021-06-30 23:13:12.543,1.0
2021-06-30 23:13:12.581,478,6,2021-06-30 23:13:12.650,69,,2021-06-30 23:13:12.651,1.0
2021-06-30 23:13:12.681,490,7,2021-06-30 23:13:12.753,72,,2021-06-30 23:13:12.754,1.0
2021-06-30 23:13:12.781,499,7,2021-06-30 23:13:12.853,72,,2021-06-30 23:13:12.858,5.0
2021-06-30 23:13:12.882,500,6,2021-06-30 23:13:12.953,72,,2021-06-30 23:13:12.955,2.0
2021-06-30 23:13:12.981,500,6,2021-06-30 23:13:13.053,72,,2021-06-30 23:13:13.054,1.0
2021-06-30 23:13:13.082,500,7,2021-06-30 23:13:13.154,73,,2021-06-30 23:13:13.161,7.0
2021-06-30 23:13:13.181,500,7,2021-06-30 23:13:13.252,71,,2021-06-30 23:13:13.254,2.0
2021-06-30 23:13:13.281,500,6,2021-06-30 23:13:13.347,66,,2021-06-30 23:13:13.349,2.0
2021-06-30 23:13:13.382,500,6,2021-06-30 23:13:13.448,67,,2021-06-30 23:13:13.450,2.0
2021-06-30 23:13:13.481,500,7,2021-06-30 23:13:13.552,71,,2021-06-30 23:13:13.554,2.0
2021-06-30 23:13:13.582,500,6,2021-06-30 23:13:13.653,72,,2021-06-30 23:13:13.663,10.0
2021-06-30 23:13:13.681,500,6,2021-06-30 23:13:13.752,71,,2021-06-30 23:13:13.758,6.0
2021-06-30 23:13:13.781,500,7,2021-06-30 23:13:13.852,71,,2021-06-30 23:13:13.854,2.0
2021-06-30 23:13:13.882,500,6,2021-06-30 23:13:13.952,71,,2021-06-30 23:13:13.958,6.0
2021-06-30 23:13:13.982,500,6,2021-06-30 23:13:14.052,71,,2021-06-30 23:13:14.054,2.0
2021-06-30 23:13:14.082,500,6,2021-06-30 23:13:14.153,72,,2021-06-30 23:13:14.160,7.0
