frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 13:14:27.681,444,7,2021-06-30 13:14:27.735,55,,2021-06-30 13:14:27.737,2.0
2021-06-30 13:14:27.783,450,6,2021-06-30 13:14:27.837,54,,2021-06-30 13:14:27.842,5.0
2021-06-30 13:14:27.888,444,6,2021-06-30 13:14:27.941,54,,2021-06-30 13:14:27.948,7.0
2021-06-30 13:14:27.993,447,6,2021-06-30 13:14:28.057,64,,2021-06-30 13:14:28.061,4.0
2021-06-30 13:14:28.098,443,6,2021-06-30 13:14:28.161,63,,2021-06-30 13:14:28.170,9.0
2021-06-30 13:14:28.203,439,6,2021-06-30 13:14:28.268,66,,2021-06-30 13:14:28.269,1.0
2021-06-30 13:14:28.308,440,6,2021-06-30 13:14:28.368,61,,2021-06-30 13:14:28.371,3.0
2021-06-30 13:14:28.407,441,6,2021-06-30 13:14:28.470,64,,2021-06-30 13:14:28.472,2.0
2021-06-30 13:14:28.507,442,6,2021-06-30 13:14:28.570,64,,2021-06-30 13:14:28.571,1.0
2021-06-30 13:14:28.608,444,6,2021-06-30 13:14:28.671,64,,2021-06-30 13:14:28.672,1.0
2021-06-30 13:14:28.707,438,6,2021-06-30 13:14:28.771,65,,2021-06-30 13:14:28.772,1.0
2021-06-30 13:14:28.807,437,6,2021-06-30 13:14:28.870,63,,2021-06-30 13:14:28.871,1.0
2021-06-30 13:14:28.907,444,6,2021-06-30 13:14:28.971,65,,2021-06-30 13:14:28.972,1.0
2021-06-30 13:14:29.007,443,6,2021-06-30 13:14:29.073,66,,2021-06-30 13:14:29.075,2.0
2021-06-30 13:14:29.107,441,6,2021-06-30 13:14:29.170,63,,2021-06-30 13:14:29.171,1.0
2021-06-30 13:14:29.207,440,6,2021-06-30 13:14:29.270,63,,2021-06-30 13:14:29.271,1.0
2021-06-30 13:14:29.307,442,7,2021-06-30 13:14:29.363,56,,2021-06-30 13:14:29.364,1.0
2021-06-30 13:14:29.408,444,6,2021-06-30 13:14:29.471,64,,2021-06-30 13:14:29.473,2.0
2021-06-30 13:14:29.507,441,6,2021-06-30 13:14:29.570,63,,2021-06-30 13:14:29.571,1.0
2021-06-30 13:14:29.607,442,6,2021-06-30 13:14:29.670,63,,2021-06-30 13:14:29.671,1.0
2021-06-30 13:14:29.708,447,6,2021-06-30 13:14:29.771,64,,2021-06-30 13:14:29.772,1.0
2021-06-30 13:14:29.807,456,6,2021-06-30 13:14:29.873,67,,2021-06-30 13:14:29.874,1.0
2021-06-30 13:14:29.907,488,7,2021-06-30 13:14:29.972,65,,2021-06-30 13:14:29.973,1.0
2021-06-30 13:14:30.007,493,6,2021-06-30 13:14:30.077,71,,2021-06-30 13:14:30.079,2.0
2021-06-30 13:14:30.108,500,6,2021-06-30 13:14:30.182,75,,2021-06-30 13:14:30.190,8.0
2021-06-30 13:14:30.207,497,6,2021-06-30 13:14:30.279,73,,2021-06-30 13:14:30.291,12.0
2021-06-30 13:14:30.307,500,7,2021-06-30 13:14:30.378,71,,2021-06-30 13:14:30.388,10.0
2021-06-30 13:14:30.407,500,7,2021-06-30 13:14:30.467,60,,2021-06-30 13:14:30.468,1.0
2021-06-30 13:14:30.507,500,7,2021-06-30 13:14:30.574,67,,2021-06-30 13:14:30.576,2.0
2021-06-30 13:14:30.607,500,7,2021-06-30 13:14:30.668,61,,2021-06-30 13:14:30.669,1.0
2021-06-30 13:14:30.707,500,7,2021-06-30 13:14:30.770,63,,2021-06-30 13:14:30.772,2.0
2021-06-30 13:14:30.807,500,7,2021-06-30 13:14:30.880,73,,2021-06-30 13:14:30.891,11.0
2021-06-30 13:14:30.907,500,8,2021-06-30 13:14:30.980,73,,2021-06-30 13:14:30.983,3.0
