timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 12:12:09.000760,TCP,192.168.1.7,22,192.168.1.9,46642,594
2021-06-30 12:12:09.044828,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:09.047388,TCP,192.168.1.7,22,192.168.1.9,46642,130
2021-06-30 12:12:09.047418,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:09.048616,TCP,192.168.1.9,46642,192.168.1.7,22,162
2021-06-30 12:12:09.050616,TCP,192.168.1.7,22,192.168.1.9,46642,66
2021-06-30 12:12:09.054831,TCP,192.168.1.7,22,192.168.1.9,46642,114
2021-06-30 12:12:09.054863,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:09.055742,TCP,192.168.1.9,46642,192.168.1.7,22,178
2021-06-30 12:12:09.057428,TCP,192.168.1.7,22,192.168.1.9,46642,66
2021-06-30 12:12:09.059022,TCP,192.168.1.7,22,192.168.1.9,46642,178
2021-06-30 12:12:09.059066,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:10.844237,TCP,192.168.1.7,22,192.168.1.9,46642,226
2021-06-30 12:12:10.844238,TCP,192.168.1.7,22,192.168.1.9,46642,210
2021-06-30 12:12:10.844238,TCP,192.168.1.7,22,192.168.1.9,46642,210
2021-06-30 12:12:10.844284,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:10.844329,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:10.844340,TCP,192.168.1.9,46642,192.168.1.7,22,78
2021-06-30 12:12:10.933048,TCP,192.168.1.7,22,192.168.1.9,46642,178
2021-06-30 12:12:10.933079,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:10.934714,TCP,192.168.1.7,22,192.168.1.9,46642,210
2021-06-30 12:12:10.934744,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:13.915704,TCP,192.168.1.7,22,192.168.1.9,46642,178
2021-06-30 12:12:13.915704,TCP,192.168.1.7,22,192.168.1.9,46642,306
2021-06-30 12:12:13.915704,TCP,192.168.1.7,22,192.168.1.9,46642,306
2021-06-30 12:12:13.915738,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:13.915784,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:13.915796,TCP,192.168.1.9,46642,192.168.1.7,22,78
2021-06-30 12:12:14.007489,TCP,192.168.1.7,57554,192.168.1.9,22,74
2021-06-30 12:12:14.007510,TCP,192.168.1.9,22,192.168.1.7,57554,74
2021-06-30 12:12:14.009120,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.010192,TCP,192.168.1.7,57554,192.168.1.9,22,90
2021-06-30 12:12:14.010200,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.013617,TCP,192.168.1.9,22,192.168.1.7,57554,107
2021-06-30 12:12:14.014945,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.014954,TCP,192.168.1.9,22,192.168.1.7,57554,1146
2021-06-30 12:12:14.017105,TCP,192.168.1.7,57554,192.168.1.9,22,706
2021-06-30 12:12:14.017105,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.017115,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.018527,TCP,192.168.1.7,57554,192.168.1.9,22,90
2021-06-30 12:12:14.018533,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.022222,TCP,192.168.1.9,22,192.168.1.7,57554,346
2021-06-30 12:12:14.023703,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.104851,TCP,192.168.1.7,57554,192.168.1.9,22,338
2021-06-30 12:12:14.104865,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.106685,TCP,192.168.1.9,22,192.168.1.7,57554,914
2021-06-30 12:12:14.108130,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.206040,TCP,192.168.1.7,57554,192.168.1.9,22,82
2021-06-30 12:12:14.206054,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.216155,TCP,192.168.1.7,57554,192.168.1.9,22,130
2021-06-30 12:12:14.216164,TCP,192.168.1.9,22,192.168.1.7,57554,66
2021-06-30 12:12:14.216240,TCP,192.168.1.9,22,192.168.1.7,57554,130
2021-06-30 12:12:14.217905,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.272164,TCP,192.168.1.7,57554,192.168.1.9,22,1234
2021-06-30 12:12:14.274832,TCP,192.168.1.9,22,192.168.1.7,57554,114
2021-06-30 12:12:14.276653,TCP,192.168.1.7,57554,192.168.1.9,22,66
2021-06-30 12:12:14.280489,TCP,192.168.1.7,22,192.168.1.9,46642,338
2021-06-30 12:12:14.280503,TCP,192.168.1.9,46642,192.168.1.7,22,66
2021-06-30 12:12:14.281750,TCP,192.168.1.7,57554,192.168.1.9,22,146
2021-06-30 12:12:14.328300,TCP,192.168.1.9,22,192.168.1.7,57554,66
