goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 12:03:01.985,207.72099999999998,7.200262,23.017
2021-06-30 12:03:10.427,207.583,10.800395,37.022
2021-06-30 12:03:22.485,206.944,6.800084,20.972
2021-06-30 12:03:30.523,208.488,10.000174,35.338
2021-06-30 12:03:41.777,206.491,8.800134,29.375
2021-06-30 12:03:51.825,7.0489999999999995,11.000121,36.83
2021-06-30 12:04:03.879,205.91899999999998,8.800174,28.907
2021-06-30 12:04:13.924,7.3020000000000005,10.40027,33.428
2021-06-30 12:04:25.375,205.862,8.400189,30.949
2021-06-30 12:04:35.023,205.21200000000002,10.600242,36.546
2021-06-30 12:04:46.874,205.612,7.600146,26.242
2021-06-30 12:04:55.716,205.71,12.000216,3.074
