goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 22:31:39.284,206.744,10.400303,36.953
2021-06-30 22:31:50.939,208.47299999999998,10.600165,34.361999999999995
2021-06-30 22:32:02.793,205.924,7.200676,22.4
2021-06-30 22:32:11.233,206.833,9.800223,31.944
2021-06-30 22:32:22.282,206.10500000000002,7.600134,22.761
2021-06-30 22:32:31.124,206.583,11.800233,5.184
2021-06-30 22:32:44.146,208.12,10.599324,36.556
2021-06-30 22:32:56.001,208.02100000000002,10.400153,34.826
2021-06-30 22:33:07.653,208.813,9.200117,31.07
2021-06-30 22:33:18.104,207.571,11.200157,2.2720000000000002
2021-06-30 22:33:30.525,205.99,7.400123,25.887
2021-06-30 22:33:39.167,6.386,12.000219,4.395
