goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 21:41:20.258,207.127,7.799812,24.061
2021-06-30 21:41:29.299,206.422,10.200262,31.315999999999995
2021-06-30 21:41:40.749,208.02,9.000138,28.842
2021-06-30 21:41:50.996,206.84900000000002,11.800133,3.018
2021-06-30 21:42:04.015,205.559,7.200045,24.396
2021-06-30 21:42:12.455,206.793,10.800127,8.08
2021-06-30 21:42:24.481,208.13,7.799957,23.913
2021-06-30 21:42:33.523,206.622,10.400152,37.226
2021-06-30 21:42:45.180,205.88400000000001,7.000127,23.989
2021-06-30 21:42:53.421,206.739,13.200148,10.113000000000001
2021-06-30 21:43:07.849,206.748,7.60017,27.081999999999997
2021-06-30 21:43:16.694,206.165,12.00011,2.725
