timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 17:21:02.062241,TCP,192.168.1.7,22,192.168.1.9,59634,594
2021-06-30 17:21:02.102898,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:02.105117,TCP,192.168.1.7,22,192.168.1.9,59634,130
2021-06-30 17:21:02.105148,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:02.106311,TCP,192.168.1.9,59634,192.168.1.7,22,162
2021-06-30 17:21:02.107933,TCP,192.168.1.7,22,192.168.1.9,59634,66
2021-06-30 17:21:02.110886,TCP,192.168.1.7,22,192.168.1.9,59634,114
2021-06-30 17:21:02.110917,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:02.111802,TCP,192.168.1.9,59634,192.168.1.7,22,210
2021-06-30 17:21:02.113525,TCP,192.168.1.7,22,192.168.1.9,59634,66
2021-06-30 17:21:02.114813,TCP,192.168.1.7,22,192.168.1.9,59634,178
2021-06-30 17:21:02.114858,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:03.788100,TCP,192.168.1.7,22,192.168.1.9,59634,226
2021-06-30 17:21:03.788100,TCP,192.168.1.7,22,192.168.1.9,59634,210
2021-06-30 17:21:03.788147,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:03.788180,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:03.992261,TCP,192.168.1.7,22,192.168.1.9,59634,178
2021-06-30 17:21:03.992261,TCP,192.168.1.7,22,192.168.1.9,59634,210
2021-06-30 17:21:03.992295,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:03.992337,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:06.859836,TCP,192.168.1.7,22,192.168.1.9,59634,178
2021-06-30 17:21:06.859836,TCP,192.168.1.7,22,192.168.1.9,59634,162
2021-06-30 17:21:06.859836,TCP,192.168.1.7,22,192.168.1.9,59634,210
2021-06-30 17:21:06.859872,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:06.859914,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:06.859927,TCP,192.168.1.9,59634,192.168.1.7,22,66
2021-06-30 17:21:07.100906,TCP,192.168.1.7,46338,192.168.1.9,22,74
2021-06-30 17:21:07.100952,TCP,192.168.1.9,22,192.168.1.7,46338,74
2021-06-30 17:21:07.102388,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.103369,TCP,192.168.1.7,46338,192.168.1.9,22,90
2021-06-30 17:21:07.103394,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.110836,TCP,192.168.1.9,22,192.168.1.7,46338,107
2021-06-30 17:21:07.112720,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.112737,TCP,192.168.1.9,22,192.168.1.7,46338,1146
2021-06-30 17:21:07.115203,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.115203,TCP,192.168.1.7,46338,192.168.1.9,22,706
2021-06-30 17:21:07.115227,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.117081,TCP,192.168.1.7,46338,192.168.1.9,22,90
2021-06-30 17:21:07.117097,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.121303,TCP,192.168.1.9,22,192.168.1.7,46338,346
2021-06-30 17:21:07.122871,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.197742,TCP,192.168.1.7,46338,192.168.1.9,22,338
2021-06-30 17:21:07.197772,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.203469,TCP,192.168.1.9,22,192.168.1.7,46338,914
2021-06-30 17:21:07.205127,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.301596,TCP,192.168.1.7,46338,192.168.1.9,22,82
2021-06-30 17:21:07.343088,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.344921,TCP,192.168.1.7,46338,192.168.1.9,22,130
2021-06-30 17:21:07.344949,TCP,192.168.1.9,22,192.168.1.7,46338,66
2021-06-30 17:21:07.345106,TCP,192.168.1.9,22,192.168.1.7,46338,130
2021-06-30 17:21:07.346931,TCP,192.168.1.7,46338,192.168.1.9,22,66
2021-06-30 17:21:07.398807,TCP,192.168.1.7,46338,192.168.1.9,22,1234
