timestamp,protocol,src_addr,src_port,dst_addr,dst_port,length_B
2021-06-30 14:47:42.131665,TCP,192.168.1.7,22,192.168.1.9,39748,594
2021-06-30 14:47:42.172862,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:42.175564,TCP,192.168.1.7,22,192.168.1.9,39748,130
2021-06-30 14:47:42.175595,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:42.176816,TCP,192.168.1.9,39748,192.168.1.7,22,162
2021-06-30 14:47:42.179094,TCP,192.168.1.7,22,192.168.1.9,39748,66
2021-06-30 14:47:42.182544,TCP,192.168.1.7,22,192.168.1.9,39748,114
2021-06-30 14:47:42.182576,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:42.183478,TCP,192.168.1.9,39748,192.168.1.7,22,194
2021-06-30 14:47:42.185680,TCP,192.168.1.7,22,192.168.1.9,39748,66
2021-06-30 14:47:42.187124,TCP,192.168.1.7,22,192.168.1.9,39748,178
2021-06-30 14:47:42.187170,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:44.077329,TCP,192.168.1.7,22,192.168.1.9,39748,226
2021-06-30 14:47:44.077329,TCP,192.168.1.7,22,192.168.1.9,39748,210
2021-06-30 14:47:44.077375,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:44.077410,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:44.281639,TCP,192.168.1.7,22,192.168.1.9,39748,178
2021-06-30 14:47:44.281639,TCP,192.168.1.7,22,192.168.1.9,39748,210
2021-06-30 14:47:44.281663,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:44.281693,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:47.354270,TCP,192.168.1.7,22,192.168.1.9,39748,178
2021-06-30 14:47:47.354270,TCP,192.168.1.7,22,192.168.1.9,39748,162
2021-06-30 14:47:47.354270,TCP,192.168.1.7,22,192.168.1.9,39748,210
2021-06-30 14:47:47.354307,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:47.354350,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:47.354364,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:47.661381,TCP,192.168.1.7,39796,192.168.1.9,22,74
2021-06-30 14:47:47.661421,TCP,192.168.1.9,22,192.168.1.7,39796,74
2021-06-30 14:47:47.663324,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.663875,TCP,192.168.1.7,39796,192.168.1.9,22,90
2021-06-30 14:47:47.663898,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.671414,TCP,192.168.1.9,22,192.168.1.7,39796,107
2021-06-30 14:47:47.673707,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.673725,TCP,192.168.1.9,22,192.168.1.7,39796,1146
2021-06-30 14:47:47.676142,TCP,192.168.1.7,39796,192.168.1.9,22,706
2021-06-30 14:47:47.676142,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.676165,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.677862,TCP,192.168.1.7,39796,192.168.1.9,22,90
2021-06-30 14:47:47.677877,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.682166,TCP,192.168.1.9,22,192.168.1.7,39796,346
2021-06-30 14:47:47.684509,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.763475,TCP,192.168.1.7,39796,192.168.1.9,22,338
2021-06-30 14:47:47.763506,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.769109,TCP,192.168.1.9,22,192.168.1.7,39796,914
2021-06-30 14:47:47.771068,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.866020,TCP,192.168.1.7,39796,192.168.1.9,22,82
2021-06-30 14:47:47.866050,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.873425,TCP,192.168.1.7,39796,192.168.1.9,22,130
2021-06-30 14:47:47.873439,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:47.873550,TCP,192.168.1.9,22,192.168.1.7,39796,130
2021-06-30 14:47:47.875561,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.927709,TCP,192.168.1.7,39796,192.168.1.9,22,1234
2021-06-30 14:47:47.930632,TCP,192.168.1.9,22,192.168.1.7,39796,114
2021-06-30 14:47:47.932002,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:47.940051,TCP,192.168.1.7,39796,192.168.1.9,22,146
2021-06-30 14:47:47.940051,TCP,192.168.1.7,22,192.168.1.9,39748,338
2021-06-30 14:47:47.940068,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:47.980344,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:48.041518,TCP,192.168.1.9,22,192.168.1.7,39796,594
2021-06-30 14:47:48.083401,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:48.083440,TCP,192.168.1.9,22,192.168.1.7,39796,130
2021-06-30 14:47:48.085553,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:48.104791,TCP,192.168.1.7,39796,192.168.1.9,22,306
2021-06-30 14:47:48.104831,TCP,192.168.1.9,22,192.168.1.7,39796,66
2021-06-30 14:47:48.105764,TCP,192.168.1.9,22,192.168.1.7,39796,178
2021-06-30 14:47:48.108418,TCP,192.168.1.7,39796,192.168.1.9,22,66
2021-06-30 14:47:48.110912,TCP,192.168.1.7,22,192.168.1.9,39748,178
2021-06-30 14:47:48.110933,TCP,192.168.1.9,39748,192.168.1.7,22,66
2021-06-30 14:47:48.449005,TCP,192.168.1.9,53634,192.168.1.7,38671,74
2021-06-30 14:47:48.453272,TCP,192.168.1.7,38671,192.168.1.9,53634,74
2021-06-30 14:47:48.453285,TCP,192.168.1.9,53634,192.168.1.7,38671,66
2021-06-30 14:47:48.453331,TCP,192.168.1.9,53634,192.168.1.7,38671,467
2021-06-30 14:47:48.456447,TCP,192.168.1.7,38671,192.168.1.9,53634,66
2021-06-30 14:47:48.459195,TCP,192.168.1.7,38671,192.168.1.9,53634,440
2021-06-30 14:47:48.459204,TCP,192.168.1.9,53634,192.168.1.7,38671,66
2021-06-30 14:47:48.517163,TCP,192.168.1.7,22,192.168.1.9,39748,1170
2021-06-30 14:47:48.517163,TCP,192.168.1.7,22,192.168.1.9,39748,2642
