frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 14:47:49.996,83,5,2021-06-30 14:47:50.014,20,,2021-06-30 14:47:50.016,2.0
2021-06-30 14:47:50.026,77,5,2021-06-30 14:47:50.044,19,,2021-06-30 14:47:50.047,3.0
2021-06-30 14:47:50.057,76,5,2021-06-30 14:47:50.074,17,,2021-06-30 14:47:50.076,2.0
2021-06-30 14:47:50.089,58,4,2021-06-30 14:47:50.104,16,,2021-06-30 14:47:50.107,3.0
2021-06-30 14:47:50.121,78,4,2021-06-30 14:47:50.136,15,,2021-06-30 14:47:50.141,5.0
2021-06-30 14:47:50.153,81,5,2021-06-30 14:47:50.172,19,,2021-06-30 14:47:50.176,4.0
2021-06-30 14:47:50.186,80,4,2021-06-30 14:47:50.204,19,,2021-06-30 14:47:50.209,5.0
2021-06-30 14:47:50.217,78,5,2021-06-30 14:47:50.234,17,,2021-06-30 14:47:50.237,3.0
2021-06-30 14:47:50.249,69,4,2021-06-30 14:47:50.265,16,,2021-06-30 14:47:50.270,5.0
2021-06-30 14:47:50.281,85,5,2021-06-30 14:47:50.297,16,,2021-06-30 14:47:50.300,3.0
2021-06-30 14:47:50.313,85,4,2021-06-30 14:47:50.331,19,,2021-06-30 14:47:50.344,13.0
2021-06-30 14:47:50.345,77,5,2021-06-30 14:47:50.363,18,,2021-06-30 14:47:50.367,4.0
2021-06-30 14:47:50.378,70,4,2021-06-30 14:47:50.394,17,,2021-06-30 14:47:50.609,215.0
2021-06-30 14:47:50.408,72,5,2021-06-30 14:47:50.425,17,,2021-06-30 14:47:50.619,194.0
2021-06-30 14:47:50.441,87,4,2021-06-30 14:47:50.459,19,,2021-06-30 14:47:50.625,166.0
2021-06-30 14:47:50.633,78,4,2021-06-30 14:47:50.651,18,,2021-06-30 14:47:50.661,10.0
2021-06-30 14:47:50.665,80,5,2021-06-30 14:47:50.683,18,,2021-06-30 14:47:50.693,10.0
2021-06-30 14:47:50.697,67,4,2021-06-30 14:47:50.712,16,,2021-06-30 14:47:50.719,7.0
2021-06-30 14:47:50.729,79,4,2021-06-30 14:47:50.746,17,,2021-06-30 14:47:50.750,4.0
2021-06-30 14:47:50.761,84,4,2021-06-30 14:47:50.779,18,,2021-06-30 14:47:50.782,3.0
2021-06-30 14:47:50.793,76,5,2021-06-30 14:47:50.811,18,,2021-06-30 14:47:50.816,5.0
2021-06-30 14:47:50.826,81,4,2021-06-30 14:47:50.844,19,,2021-06-30 14:47:50.851,7.0
2021-06-30 14:47:50.857,81,5,2021-06-30 14:47:50.876,18,,2021-06-30 14:47:50.886,10.0
2021-06-30 14:47:50.889,80,5,2021-06-30 14:47:50.907,18,,2021-06-30 14:47:50.918,11.0
2021-06-30 14:47:50.921,76,5,2021-06-30 14:47:50.938,17,,2021-06-30 14:47:50.951,13.0
2021-06-30 14:47:50.953,73,4,2021-06-30 14:47:50.970,18,,2021-06-30 14:47:50.981,11.0
2021-06-30 14:47:50.985,84,5,2021-06-30 14:47:51.004,19,,2021-06-30 14:47:51.012,8.0
2021-06-30 14:47:51.017,77,5,2021-06-30 14:47:51.034,17,,2021-06-30 14:47:51.038,4.0
2021-06-30 14:47:51.049,87,4,2021-06-30 14:47:51.067,19,,2021-06-30 14:47:51.080,13.0
2021-06-30 14:47:51.081,91,4,2021-06-30 14:47:51.100,20,,2021-06-30 14:47:51.107,7.0
2021-06-30 14:47:51.113,98,5,2021-06-30 14:47:51.133,20,,2021-06-30 14:47:51.138,5.0
2021-06-30 14:47:51.145,87,5,2021-06-30 14:47:51.165,20,,2021-06-30 14:47:51.173,8.0
2021-06-30 14:47:51.177,88,4,2021-06-30 14:47:51.196,19,,2021-06-30 14:47:51.201,5.0
2021-06-30 14:47:51.209,87,5,2021-06-30 14:47:51.228,19,,2021-06-30 14:47:51.239,11.0
2021-06-30 14:47:51.242,90,4,2021-06-30 14:47:51.261,20,,2021-06-30 14:47:51.265,4.0
2021-06-30 14:47:51.273,79,5,2021-06-30 14:47:51.291,18,,2021-06-30 14:47:51.297,6.0
2021-06-30 14:47:51.305,74,5,2021-06-30 14:47:51.322,17,,2021-06-30 14:47:51.338,16.0
2021-06-30 14:47:51.337,65,5,2021-06-30 14:47:51.355,18,,2021-06-30 14:47:51.364,9.0
2021-06-30 14:47:51.370,83,4,2021-06-30 14:47:51.388,19,,2021-06-30 14:47:51.398,10.0
