goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-25 18:51:49.818,206.22,7.600047,24.733
2021-06-25 18:51:58.660,206.603,10.200176,36.221000000000004
2021-06-25 18:52:10.113,205.876,7.400208,25.916
2021-06-25 18:52:18.755,205.853,9.800142,34.005
2021-06-25 18:52:29.804,205.89,7.001188,25.922
2021-06-25 18:52:38.047,205.47799999999998,10.800188,36.333999999999996
2021-06-25 18:52:50.101,207.458,8.399602,27.94
2021-06-25 18:52:59.746,208.27499999999998,10.200127,34.598
2021-06-25 18:53:11.201,205.618,7.200542,22.84
2021-06-25 18:53:19.640,206.38500000000002,10.20028,34.335
2021-06-25 18:53:31.093,205.89499999999998,8.200303,25.802
2021-06-25 18:53:40.537,207.416,10.400146,37.438
