goal_sent_at,goal_sending_delay_ms,goal_processing_s,result_delay_ms
2021-06-30 18:27:28.459,207.705,9.800127,33.168000000000006
2021-06-30 18:27:39.513,205.457,10.400274,35.269
2021-06-30 18:27:51.163,205.871,8.000162,26.967000000000002
2021-06-30 18:28:00.407,205.59199999999998,13.400148,7.26
2021-06-30 18:28:15.032,205.02100000000002,7.600209,25.77
2021-06-30 18:28:23.879,206.079,11.200313,1.608
2021-06-30 18:28:36.298,207.08499999999998,9.400139,32.775999999999996
2021-06-30 18:28:46.948,207.34199999999998,10.600151,36.507
2021-06-30 18:28:58.801,205.435,11.000741,3.8240000000000003
2021-06-30 18:29:11.023,207.77200000000002,11.000157,2.0709999999999997
2021-06-30 18:29:23.244,205.337,8.600248,29.415
2021-06-30 18:29:33.088,205.31,11.600109,4.581
