timestamp,power_mW
2021-06-25 16:05:36.705,26018.0
2021-06-25 16:05:36.744,24484.0
2021-06-25 16:05:36.745,25074.0
2021-06-25 16:05:36.747,24186.0
2021-06-25 16:05:36.748,25320.0
2021-06-25 16:05:36.749,25724.0
2021-06-25 16:05:36.751,24484.0
2021-06-25 16:05:36.752,24606.0
2021-06-25 16:05:36.754,25258.0
2021-06-25 16:05:36.755,23174.0
2021-06-25 16:05:36.756,24582.0
2021-06-25 16:05:36.760,25314.0
2021-06-25 16:05:36.765,24114.0
2021-06-25 16:05:36.770,22824.0
2021-06-25 16:05:36.775,24186.0
2021-06-25 16:05:36.780,23170.0
2021-06-25 16:05:36.785,24164.0
2021-06-25 16:05:36.790,23374.0
2021-06-25 16:05:36.795,26660.0
2021-06-25 16:05:36.800,25726.0
2021-06-25 16:05:36.805,24492.0
2021-06-25 16:05:36.810,24864.0
2021-06-25 16:05:36.815,23016.0
2021-06-25 16:05:36.820,22924.0
2021-06-25 16:05:36.825,24990.0
2021-06-25 16:05:36.830,23610.0
2021-06-25 16:05:36.835,25172.0
2021-06-25 16:05:36.840,24792.0
2021-06-25 16:05:36.845,25526.0
2021-06-25 16:05:36.850,24084.0
2021-06-25 16:05:36.855,24740.0
2021-06-25 16:05:36.860,25284.0
2021-06-25 16:05:36.865,23232.0
2021-06-25 16:05:36.870,23708.0
2021-06-25 16:05:36.875,22980.0
2021-06-25 16:05:36.880,25458.0
2021-06-25 16:05:36.885,23666.0
2021-06-25 16:05:36.890,25248.0
2021-06-25 16:05:36.895,25150.0
2021-06-25 16:05:36.900,24196.0
2021-06-25 16:05:36.905,25016.0
2021-06-25 16:05:36.910,25294.0
2021-06-25 16:05:36.915,24396.0
2021-06-25 16:05:36.920,24236.0
2021-06-25 16:05:36.925,24410.0
2021-06-25 16:05:36.930,24628.0
2021-06-25 16:05:36.935,23574.0
2021-06-25 16:05:36.940,25426.0
2021-06-25 16:05:36.945,24642.0
2021-06-25 16:05:36.950,24462.0
2021-06-25 16:05:36.955,24446.0
2021-06-25 16:05:36.960,24212.0
2021-06-25 16:05:36.965,22800.0
2021-06-25 16:05:36.970,23882.0
2021-06-25 16:05:36.975,24518.0
2021-06-25 16:05:36.980,24950.0
2021-06-25 16:05:36.985,23790.0
2021-06-25 16:05:36.990,23902.0
2021-06-25 16:05:36.995,24674.0
2021-06-25 16:05:37.000,23606.0
2021-06-25 16:05:37.005,25798.0
2021-06-25 16:05:37.010,23800.0
2021-06-25 16:05:37.015,23154.0
2021-06-25 16:05:37.020,24540.0
2021-06-25 16:05:37.025,22814.0
2021-06-25 16:05:37.030,22692.0
2021-06-25 16:05:37.035,24400.0
2021-06-25 16:05:37.040,23148.0
2021-06-25 16:05:37.045,26376.0
2021-06-25 16:05:37.050,25238.0
2021-06-25 16:05:37.055,25170.0
2021-06-25 16:05:37.060,24088.0
2021-06-25 16:05:37.065,24734.0
2021-06-25 16:05:37.070,25048.0
2021-06-25 16:05:37.075,22932.0
2021-06-25 16:05:37.080,23548.0
2021-06-25 16:05:37.085,23540.0
2021-06-25 16:05:37.090,23206.0
2021-06-25 16:05:37.095,25182.0
2021-06-25 16:05:37.101,23344.0
2021-06-25 16:05:37.105,23390.0
2021-06-25 16:05:37.110,24800.0
2021-06-25 16:05:37.115,24694.0
2021-06-25 16:05:37.120,23812.0
2021-06-25 16:05:37.125,23338.0
2021-06-25 16:05:37.130,23822.0
2021-06-25 16:05:37.135,23990.0
2021-06-25 16:05:37.140,24230.0
2021-06-25 16:05:37.145,24596.0
2021-06-25 16:05:37.150,25576.0
2021-06-25 16:05:37.155,25052.0
2021-06-25 16:05:37.160,23596.0
2021-06-25 16:05:37.165,24736.0
2021-06-25 16:05:37.170,23776.0
2021-06-25 16:05:37.175,25206.0
2021-06-25 16:05:37.180,25710.0
2021-06-25 16:05:37.186,24200.0
2021-06-25 16:05:37.190,24194.0
2021-06-25 16:05:37.195,23728.0
2021-06-25 16:05:37.200,24508.0
2021-06-25 16:05:37.205,24934.0
2021-06-25 16:05:37.210,24452.0
2021-06-25 16:05:37.215,22646.0
2021-06-25 16:05:37.220,24674.0
2021-06-25 16:05:37.225,22996.0
2021-06-25 16:05:37.230,23000.0
2021-06-25 16:05:37.235,23738.0
2021-06-25 16:05:37.240,23842.0
2021-06-25 16:05:37.245,24298.0
2021-06-25 16:05:37.250,25418.0
2021-06-25 16:05:37.255,24010.0
2021-06-25 16:05:37.260,23314.0
2021-06-25 16:05:37.265,24838.0
2021-06-25 16:05:37.271,23334.0
2021-06-25 16:05:37.275,23950.0
2021-06-25 16:05:37.280,23200.0
2021-06-25 16:05:37.285,23620.0
2021-06-25 16:05:37.290,25772.0
2021-06-25 16:05:37.295,24036.0
2021-06-25 16:05:37.300,24022.0
2021-06-25 16:05:37.305,23106.0
2021-06-25 16:05:37.310,25362.0
2021-06-25 16:05:37.315,23476.0
2021-06-25 16:05:37.320,23594.0
2021-06-25 16:05:37.325,26116.0
2021-06-25 16:05:37.330,24842.0
2021-06-25 16:05:37.335,23784.0
2021-06-25 16:05:37.340,25186.0
2021-06-25 16:05:37.345,25788.0
2021-06-25 16:05:37.350,27424.0
2021-06-25 16:05:37.355,26794.0
2021-06-25 16:05:37.360,25628.0
2021-06-25 16:05:37.365,25474.0
2021-06-25 16:05:37.370,26604.0
2021-06-25 16:05:37.375,22716.0
2021-06-25 16:05:37.380,22600.0
2021-06-25 16:05:37.385,24684.0
2021-06-25 16:05:37.390,24966.0
2021-06-25 16:05:37.395,25426.0
2021-06-25 16:05:37.400,23086.0
2021-06-25 16:05:37.405,26326.0
2021-06-25 16:05:37.410,23400.0
2021-06-25 16:05:37.415,22852.0
2021-06-25 16:05:37.420,24764.0
2021-06-25 16:05:37.425,24560.0
2021-06-25 16:05:37.430,24842.0
2021-06-25 16:05:37.435,25238.0
2021-06-25 16:05:37.440,24638.0
2021-06-25 16:05:37.445,24720.0
2021-06-25 16:05:37.450,23944.0
2021-06-25 16:05:37.455,26576.0
2021-06-25 16:05:37.460,23050.0
2021-06-25 16:05:37.465,22954.0
2021-06-25 16:05:37.470,24936.0
2021-06-25 16:05:37.475,23124.0
2021-06-25 16:05:37.480,24092.0
2021-06-25 16:05:37.485,24710.0
2021-06-25 16:05:37.490,24684.0
2021-06-25 16:05:37.495,24232.0
2021-06-25 16:05:37.500,24816.0
2021-06-25 16:05:37.505,24662.0
2021-06-25 16:05:37.510,24918.0
2021-06-25 16:05:37.515,25180.0
2021-06-25 16:05:37.520,24852.0
2021-06-25 16:05:37.525,23390.0
2021-06-25 16:05:37.530,23976.0
2021-06-25 16:05:37.535,25036.0
2021-06-25 16:05:37.540,23836.0
2021-06-25 16:05:37.545,25562.0
2021-06-25 16:05:37.550,26078.0
2021-06-25 16:05:37.555,24056.0
2021-06-25 16:05:37.560,25290.0
2021-06-25 16:05:37.565,26756.0
2021-06-25 16:05:37.570,26270.0
2021-06-25 16:05:37.575,27172.0
2021-06-25 16:05:37.580,25576.0
2021-06-25 16:05:37.585,25426.0
2021-06-25 16:05:37.590,27112.0
2021-06-25 16:05:37.595,26398.0
2021-06-25 16:05:37.600,24810.0
2021-06-25 16:05:37.605,23960.0
2021-06-25 16:05:37.610,25392.0
2021-06-25 16:05:37.615,25516.0
2021-06-25 16:05:37.620,24874.0
2021-06-25 16:05:37.625,29440.0
2021-06-25 16:05:37.630,26572.0
2021-06-25 16:05:37.635,29016.0
2021-06-25 16:05:37.640,27306.0
2021-06-25 16:05:37.645,27974.0
2021-06-25 16:05:37.650,26992.0
2021-06-25 16:05:37.655,26684.0
2021-06-25 16:05:37.660,27990.0
2021-06-25 16:05:37.665,26676.0
2021-06-25 16:05:37.670,26150.0
2021-06-25 16:05:37.675,25294.0
2021-06-25 16:05:37.680,26368.0
2021-06-25 16:05:37.685,27238.0
2021-06-25 16:05:37.690,25788.0
2021-06-25 16:05:37.695,27224.0
2021-06-25 16:05:37.700,27290.0
2021-06-25 16:05:37.705,28236.0
2021-06-25 16:05:37.710,26834.0
2021-06-25 16:05:37.715,25884.0
2021-06-25 16:05:37.720,26900.0
2021-06-25 16:05:37.725,28256.0
2021-06-25 16:05:37.730,26940.0
2021-06-25 16:05:37.735,26260.0
2021-06-25 16:05:37.741,27084.0
2021-06-25 16:05:37.745,27362.0
2021-06-25 16:05:37.750,27270.0
2021-06-25 16:05:37.755,28234.0
2021-06-25 16:05:37.760,25706.0
2021-06-25 16:05:37.765,26956.0
2021-06-25 16:05:37.770,25196.0
2021-06-25 16:05:37.775,26284.0
2021-06-25 16:05:37.780,24718.0
2021-06-25 16:05:37.785,25544.0
2021-06-25 16:05:37.790,26758.0
2021-06-25 16:05:37.795,24802.0
2021-06-25 16:05:37.800,26644.0
2021-06-25 16:05:37.805,26958.0
2021-06-25 16:05:37.810,26632.0
2021-06-25 16:05:37.815,26438.0
2021-06-25 16:05:37.820,25002.0
2021-06-25 16:05:37.826,25920.0
2021-06-25 16:05:37.830,24960.0
2021-06-25 16:05:37.835,26984.0
2021-06-25 16:05:37.840,26278.0
2021-06-25 16:05:37.845,27336.0
2021-06-25 16:05:37.850,26484.0
2021-06-25 16:05:37.855,28922.0
2021-06-25 16:05:37.860,26320.0
2021-06-25 16:05:37.865,28174.0
2021-06-25 16:05:37.870,28682.0
2021-06-25 16:05:37.875,26032.0
2021-06-25 16:05:37.880,27266.0
2021-06-25 16:05:37.885,26322.0
2021-06-25 16:05:37.890,25940.0
2021-06-25 16:05:37.895,27564.0
2021-06-25 16:05:37.900,25956.0
2021-06-25 16:05:37.905,26578.0
2021-06-25 16:05:37.911,26052.0
2021-06-25 16:05:37.915,25996.0
2021-06-25 16:05:37.920,27296.0
2021-06-25 16:05:37.925,27358.0
2021-06-25 16:05:37.930,25090.0
2021-06-25 16:05:37.935,27546.0
2021-06-25 16:05:37.940,25706.0
2021-06-25 16:05:37.945,26558.0
2021-06-25 16:05:37.950,26566.0
2021-06-25 16:05:37.955,28214.0
2021-06-25 16:05:37.960,27726.0
2021-06-25 16:05:37.965,25340.0
2021-06-25 16:05:37.970,28102.0
2021-06-25 16:05:37.975,26412.0
2021-06-25 16:05:37.980,24818.0
2021-06-25 16:05:37.985,26578.0
2021-06-25 16:05:37.990,26932.0
2021-06-25 16:05:37.995,26048.0
2021-06-25 16:05:38.000,25914.0
2021-06-25 16:05:38.005,27328.0
2021-06-25 16:05:38.010,27578.0
2021-06-25 16:05:38.015,25480.0
2021-06-25 16:05:38.020,25156.0
2021-06-25 16:05:38.025,26648.0
2021-06-25 16:05:38.030,24862.0
2021-06-25 16:05:38.035,27264.0
2021-06-25 16:05:38.040,26168.0
2021-06-25 16:05:38.045,27024.0
2021-06-25 16:05:38.050,26952.0
2021-06-25 16:05:38.055,25736.0
2021-06-25 16:05:38.060,27808.0
2021-06-25 16:05:38.065,25244.0
2021-06-25 16:05:38.070,26886.0
2021-06-25 16:05:38.075,26736.0
2021-06-25 16:05:38.080,25216.0
2021-06-25 16:05:38.085,25218.0
2021-06-25 16:05:38.090,27392.0
2021-06-25 16:05:38.095,26386.0
2021-06-25 16:05:38.100,27276.0
2021-06-25 16:05:38.105,26316.0
2021-06-25 16:05:38.110,27804.0
2021-06-25 16:05:38.115,26792.0
2021-06-25 16:05:38.120,25592.0
2021-06-25 16:05:38.125,25760.0
2021-06-25 16:05:38.130,25734.0
2021-06-25 16:05:38.135,26828.0
2021-06-25 16:05:38.140,25950.0
2021-06-25 16:05:38.145,27876.0
2021-06-25 16:05:38.150,27356.0
2021-06-25 16:05:38.155,25668.0
2021-06-25 16:05:38.160,25976.0
2021-06-25 16:05:38.165,26700.0
2021-06-25 16:05:38.170,26352.0
2021-06-25 16:05:38.175,27902.0
2021-06-25 16:05:38.180,24334.0
2021-06-25 16:05:38.185,26756.0
2021-06-25 16:05:38.190,25824.0
2021-06-25 16:05:38.195,26188.0
2021-06-25 16:05:38.200,26962.0
2021-06-25 16:05:38.205,25516.0
2021-06-25 16:05:38.210,25582.0
2021-06-25 16:05:38.215,26776.0
2021-06-25 16:05:38.220,25232.0
2021-06-25 16:05:38.225,25500.0
2021-06-25 16:05:38.230,26448.0
2021-06-25 16:05:38.235,26188.0
2021-06-25 16:05:38.240,25514.0
2021-06-25 16:05:38.245,27116.0
2021-06-25 16:05:38.250,26618.0
2021-06-25 16:05:38.255,27060.0
2021-06-25 16:05:38.260,24910.0
2021-06-25 16:05:38.265,25562.0
2021-06-25 16:05:38.270,26540.0
2021-06-25 16:05:38.275,25108.0
2021-06-25 16:05:38.280,26280.0
2021-06-25 16:05:38.285,25280.0
