frame_received_at,num_of_descriptors_extracted,extraction_time_ms,detection_ended_at,detection_time_ms,id_of_detected_object,detection_received_at,result_delay_ms
2021-06-30 21:36:35.886,276,6,2021-06-30 21:36:35.923,39,,2021-06-30 21:36:35.926,3.0
2021-06-30 21:36:35.981,274,6,2021-06-30 21:36:36.018,37,,2021-06-30 21:36:36.036,18.0
2021-06-30 21:36:36.081,272,6,2021-06-30 21:36:36.123,42,,2021-06-30 21:36:36.125,2.0
2021-06-30 21:36:36.182,268,5,2021-06-30 21:36:36.223,42,,2021-06-30 21:36:36.224,1.0
2021-06-30 21:36:36.282,271,6,2021-06-30 21:36:36.317,36,,2021-06-30 21:36:36.318,1.0
2021-06-30 21:36:36.381,266,6,2021-06-30 21:36:36.423,42,,2021-06-30 21:36:36.424,1.0
2021-06-30 21:36:36.482,260,5,2021-06-30 21:36:36.526,45,,2021-06-30 21:36:36.528,2.0
2021-06-30 21:36:36.581,275,5,2021-06-30 21:36:36.624,43,,2021-06-30 21:36:36.625,1.0
2021-06-30 21:36:36.682,274,5,2021-06-30 21:36:36.724,43,,2021-06-30 21:36:36.726,2.0
2021-06-30 21:36:36.782,267,5,2021-06-30 21:36:36.824,43,,2021-06-30 21:36:36.827,3.0
2021-06-30 21:36:36.882,274,5,2021-06-30 21:36:36.924,43,,2021-06-30 21:36:36.927,3.0
2021-06-30 21:36:36.982,276,5,2021-06-30 21:36:37.024,43,,2021-06-30 21:36:37.026,2.0
2021-06-30 21:36:37.081,265,5,2021-06-30 21:36:37.122,41,,2021-06-30 21:36:37.125,3.0
2021-06-30 21:36:37.182,262,5,2021-06-30 21:36:37.223,42,,2021-06-30 21:36:37.224,1.0
2021-06-30 21:36:37.281,275,6,2021-06-30 21:36:37.324,43,,2021-06-30 21:36:37.326,2.0
2021-06-30 21:36:37.382,274,5,2021-06-30 21:36:37.424,42,,2021-06-30 21:36:37.426,2.0
2021-06-30 21:36:37.481,278,5,2021-06-30 21:36:37.523,42,,2021-06-30 21:36:37.528,5.0
2021-06-30 21:36:37.581,275,5,2021-06-30 21:36:37.623,42,,2021-06-30 21:36:37.626,3.0
2021-06-30 21:36:37.682,271,5,2021-06-30 21:36:37.724,43,,2021-06-30 21:36:37.725,1.0
2021-06-30 21:36:37.782,268,5,2021-06-30 21:36:37.823,42,,2021-06-30 21:36:37.824,1.0
2021-06-30 21:36:37.882,284,5,2021-06-30 21:36:37.927,45,,2021-06-30 21:36:37.928,1.0
2021-06-30 21:36:37.981,272,5,2021-06-30 21:36:38.023,42,,2021-06-30 21:36:38.025,2.0
2021-06-30 21:36:38.082,279,5,2021-06-30 21:36:38.135,54,,2021-06-30 21:36:38.142,7.0
2021-06-30 21:36:38.181,273,6,2021-06-30 21:36:38.223,42,,2021-06-30 21:36:38.225,2.0
2021-06-30 21:36:38.282,281,5,2021-06-30 21:36:38.325,44,,2021-06-30 21:36:38.326,1.0
2021-06-30 21:36:38.381,344,6,2021-06-30 21:36:38.432,51,,2021-06-30 21:36:38.443,11.0
2021-06-30 21:36:38.482,405,5,2021-06-30 21:36:38.540,59,,2021-06-30 21:36:38.547,7.0
2021-06-30 21:36:38.581,458,6,2021-06-30 21:36:38.639,58,,2021-06-30 21:36:38.642,3.0
2021-06-30 21:36:38.682,476,6,2021-06-30 21:36:38.751,70,,2021-06-30 21:36:38.752,1.0
2021-06-30 21:36:38.782,490,6,2021-06-30 21:36:38.853,72,,2021-06-30 21:36:38.854,1.0
2021-06-30 21:36:38.882,500,6,2021-06-30 21:36:38.953,72,,2021-06-30 21:36:38.954,1.0
2021-06-30 21:36:38.982,500,7,2021-06-30 21:36:39.043,62,,2021-06-30 21:36:39.046,3.0
2021-06-30 21:36:39.081,500,7,2021-06-30 21:36:39.145,64,,2021-06-30 21:36:39.150,5.0
2021-06-30 21:36:39.182,500,6,2021-06-30 21:36:39.250,69,,2021-06-30 21:36:39.251,1.0
2021-06-30 21:36:39.282,500,7,2021-06-30 21:36:39.353,72,,2021-06-30 21:36:39.355,2.0
2021-06-30 21:36:39.381,500,7,2021-06-30 21:36:39.452,71,,2021-06-30 21:36:39.453,1.0
2021-06-30 21:36:39.482,500,6,2021-06-30 21:36:39.554,73,,2021-06-30 21:36:39.556,2.0
2021-06-30 21:36:39.582,500,7,2021-06-30 21:36:39.651,69,,2021-06-30 21:36:39.652,1.0
2021-06-30 21:36:39.683,500,6,2021-06-30 21:36:39.754,73,,2021-06-30 21:36:39.755,1.0
2021-06-30 21:36:39.782,500,6,2021-06-30 21:36:39.856,75,,2021-06-30 21:36:39.857,1.0
2021-06-30 21:36:39.882,500,7,2021-06-30 21:36:39.945,64,,2021-06-30 21:36:39.947,2.0
2021-06-30 21:36:39.981,500,6,2021-06-30 21:36:40.051,70,,2021-06-30 21:36:40.052,1.0
2021-06-30 21:36:40.081,500,6,2021-06-30 21:36:40.140,59,,2021-06-30 21:36:40.145,5.0
2021-06-30 21:36:40.182,500,6,2021-06-30 21:36:40.240,59,,2021-06-30 21:36:40.242,2.0
2021-06-30 21:36:40.282,500,6,2021-06-30 21:36:40.352,71,,2021-06-30 21:36:40.353,1.0
2021-06-30 21:36:40.382,500,6,2021-06-30 21:36:40.452,71,,2021-06-30 21:36:40.453,1.0
2021-06-30 21:36:40.482,500,6,2021-06-30 21:36:40.552,71,,2021-06-30 21:36:40.553,1.0
2021-06-30 21:36:40.581,500,6,2021-06-30 21:36:40.652,71,,2021-06-30 21:36:40.653,1.0
2021-06-30 21:36:40.682,500,6,2021-06-30 21:36:40.741,60,,2021-06-30 21:36:40.744,3.0
2021-06-30 21:36:40.781,499,6,2021-06-30 21:36:40.848,67,,2021-06-30 21:36:40.849,1.0
2021-06-30 21:36:40.882,500,6,2021-06-30 21:36:40.948,67,,2021-06-30 21:36:40.950,2.0
2021-06-30 21:36:40.982,500,6,2021-06-30 21:36:41.052,70,,2021-06-30 21:36:41.053,1.0
2021-06-30 21:36:41.082,499,6,2021-06-30 21:36:41.152,71,,2021-06-30 21:36:41.153,1.0
2021-06-30 21:36:41.181,500,7,2021-06-30 21:36:41.252,71,,2021-06-30 21:36:41.253,1.0
2021-06-30 21:36:41.281,500,6,2021-06-30 21:36:41.351,70,,2021-06-30 21:36:41.352,1.0
2021-06-30 21:36:41.381,500,6,2021-06-30 21:36:41.451,71,,2021-06-30 21:36:41.452,1.0
2021-06-30 21:36:41.482,500,6,2021-06-30 21:36:41.552,71,,2021-06-30 21:36:41.553,1.0
2021-06-30 21:36:41.582,500,6,2021-06-30 21:36:41.653,72,,2021-06-30 21:36:41.654,1.0
2021-06-30 21:36:41.682,500,6,2021-06-30 21:36:41.752,71,,2021-06-30 21:36:41.754,2.0
2021-06-30 21:36:41.781,500,6,2021-06-30 21:36:41.853,72,,2021-06-30 21:36:41.854,1.0
2021-06-30 21:36:41.881,500,6,2021-06-30 21:36:41.953,72,,2021-06-30 21:36:41.954,1.0
2021-06-30 21:36:41.982,500,6,2021-06-30 21:36:42.041,60,,2021-06-30 21:36:42.043,2.0
2021-06-30 21:36:42.081,500,6,2021-06-30 21:36:42.151,70,,2021-06-30 21:36:42.152,1.0
2021-06-30 21:36:42.182,500,6,2021-06-30 21:36:42.252,70,,2021-06-30 21:36:42.253,1.0
2021-06-30 21:36:42.281,500,7,2021-06-30 21:36:42.351,70,,2021-06-30 21:36:42.352,1.0
2021-06-30 21:36:42.381,500,6,2021-06-30 21:36:42.451,70,,2021-06-30 21:36:42.452,1.0
2021-06-30 21:36:42.482,500,6,2021-06-30 21:36:42.552,71,,2021-06-30 21:36:42.553,1.0
2021-06-30 21:36:42.582,500,7,2021-06-30 21:36:42.648,66,,2021-06-30 21:36:42.649,1.0
2021-06-30 21:36:42.682,500,6,2021-06-30 21:36:42.752,71,,2021-06-30 21:36:42.753,1.0
2021-06-30 21:36:42.781,500,6,2021-06-30 21:36:42.851,70,,2021-06-30 21:36:42.852,1.0
2021-06-30 21:36:42.881,500,6,2021-06-30 21:36:42.951,70,,2021-06-30 21:36:42.952,1.0
2021-06-30 21:36:42.981,500,6,2021-06-30 21:36:43.052,71,13.0,2021-06-30 21:36:43.053,1.0
2021-06-30 21:36:43.081,500,7,2021-06-30 21:36:43.152,71,13.0,2021-06-30 21:36:43.153,1.0
