__run_id,__done,slam_offloaded,navigation_offloaded,obj_recognition_offloaded,repetition,mission_execution_s,avg_extraction_time_ms,avg_detection_time_ms,avg_detection_result_delay_ms,recognition_ratio,avg_goal_sending_delay_ms,avg_goal_processing_s,avg_nav_result_delay_ms,num_of_packets,size_of_packets,avg_cpu_util,avg_memory_util,energy_J
run_1,DONE,true,false,true,1,153.65770959854126,6.868108862526169,65.493370551291,2.660851360781577,39.218422889043964,190.52125,10.516844749999999,20.717333333333332,67365,222119028,25.896002664941115,864245658.3262411,4470.859022484541
run_2,DONE,false,false,false,1,158.6953363418579,36.83281412253375,141.93665628245068,0.9730010384215991,38.52544132917965,179.89275,11.00031325,19.794,5095,573566,79.15509679244413,1077672716.0075047,5394.19774377346
run_3,DONE,false,true,true,1,150.5496997833252,6.827266238401142,64.59814418272663,3.6381156316916488,37.40185581727338,145.79441666666668,10.100103416666668,23.768833333333333,66098,207410168,29.71346033550921,862322026.4005253,4528.598212334871
run_4,DONE,true,true,true,1,144.0763041973114,6.828101644245142,65.17862481315396,2.960388639760837,39.01345291479821,108.37925000000001,9.65009191666667,26.862166666666667,63094,184341855,24.48625436828718,850788988.2171822,4260.279433544874
run_5,DONE,true,false,false,1,146.12508463859558,36.845824411134906,132.14989293361884,0.8865096359743041,35.11777301927195,194.96466666666663,9.817070666666668,18.631333333333334,16766,5114443,76.36693798241288,1065107278.0339444,4981.148079720974
run_6,DONE,true,true,true,2,159.0316128730774,6.73956931359354,64.41655450874832,2.7409152086137283,35.86810228802154,127.76516666666664,10.850108166666665,23.459999999999997,74164,202246783,24.309651355220847,851264217.4246576,4695.103425913334
run_7,DONE,false,true,true,2,152.14548683166504,6.95059985885674,64.34580098800282,2.6732533521524346,37.33239237826394,128.62349999999998,10.300059250000002,25.48391666666667,63711,212575838,30.04309897000591,863074845.3333334,4557.199941700936
run_8,DONE,true,true,true,3,151.1457803249359,6.8841506751954515,65.1407249466951,2.9303482587064678,35.749822316986496,116.22125,10.250089583333331,26.189166666666665,66761,199796654,24.65956754484464,850980276.1730013,4454.921403964758
run_9,DONE,true,true,false,1,150.71863794326782,36.47394789579158,127.33366733466934,0.8857715430861723,32.46492985971944,213.24233333333333,10.10007625,18.84808333333333,41150,12718490,75.19408251783081,1061284075.634451,5126.774165367841
run_10,DONE,false,false,false,2,153.44932746887207,37.61141602634468,145.0032930845225,1.0120746432491767,38.96816684961581,161.3971666666667,10.5666945,15.908333333333333,4742,534968,78.63434651228003,1070482488.9624839,5237.178865384817
run_11,DONE,false,true,false,1,163.42424631118774,37.518781725888324,141.7482233502538,0.9736040609137055,39.08629441624365,212.51108333333332,11.183455,18.20058333333333,35053,11160076,78.00940509907251,1077753878.368932,5594.964813990593
run_12,DONE,false,false,false,3,142.80268788337708,37.8559718969555,142.72365339578454,0.955503512880562,33.138173302107724,177.42308333333335,9.666868250000002,15.458666666666666,4123,469018,78.40465903514284,1057721658.7482615,4880.519491113424
run_13,DONE,true,false,true,2,158.26975274085999,6.939230249831195,65.65496286293045,3.037812288993923,35.24645509790682,190.12225,10.900231583333332,19.14616666666667,64744,236238551,25.319274178434522,866751207.3291614,4684.940606020451
run_14,DONE,false,false,true,1,158.65402817726135,6.946055293324343,66.79231287929872,2.9238031018206336,31.827376938637897,206.41333333333333,10.883519416666665,19.567249999999998,65923,261365136,31.45977521166066,878822386.5683948,4767.315570830822
run_15,DONE,false,false,false,4,161.1257128715515,37.523809523809526,143.87577639751552,0.9979296066252588,36.749482401656316,194.1423333333333,11.200318750000001,19.872249999999998,4849,549262,78.92016007662113,1082423447.5166461,5495.4003240246775
run_16,DONE,false,false,true,2,143.252343416214,6.915037593984962,66.83609022556391,2.838345864661654,31.954887218045116,189.92191666666668,9.666843333333334,20.06808333333333,55918,242587371,30.241050503710344,877573777.4263995,4317.366390736103
run_17,DONE,true,false,true,3,143.84865617752075,6.8923766816143495,66.22421524663677,2.835575485799701,38.19133034379671,189.45016666666672,9.750137416666666,20.99575,60166,220035910,25.613351771360584,865931201.982106,4260.234344813585
run_18,DONE,true,false,false,2,150.9737195968628,37.40602284527518,132.60228452751818,0.8535825545171339,31.15264797507788,195.11158333333333,10.200080250000001,23.641500000000004,17576,5289687,76.28245700267236,1071613607.5269382,5132.765677881002
run_19,DONE,true,false,true,4,145.01344227790833,6.8917716827279465,65.81319495922907,2.9251297257227575,32.320237212750186,190.22816666666668,9.800313833333332,18.124666666666666,59686,219039545,26.299931731520658,866204035.7621326,4311.908689960718
run_20,DONE,false,true,true,3,150.7872121334076,6.922967189728959,64.72753209700429,2.847360912981455,37.30385164051355,113.79291666666667,10.150059999999998,22.39708333333333,60875,212107816,29.160943693133515,863509384.5557011,4541.649335558653
run_21,DONE,true,true,true,4,144.91698598861694,6.852544910179641,64.7806886227545,3.1137724550898205,37.050898203592816,145.8178333333333,9.600021166666666,23.744333333333334,66740,185254824,23.951566816350745,844281535.1280653,4310.7993384737965
run_22,DONE,false,false,false,5,146.6510829925537,37.25769669327252,143.2599771949829,0.9600912200684151,36.37400228050171,178.62841666666668,10.033421416666668,19.866833333333332,4584,516776,78.8025065715397,1059555880.2384824,5052.556039335251
run_23,DONE,false,true,true,4,146.54135465621948,6.867452135493372,64.65684830633285,3.077319587628866,33.799705449189986,179.66633333333334,9.8000595,25.27416666666667,64426,205405331,29.794117693807564,858917862.382691,4440.493190552473
run_24,DONE,true,false,true,5,141.23533725738525,6.937452326468345,66.6186117467582,2.9527078565980167,36.53699466056445,189.87249999999995,9.499948166666666,23.846,59808,216175042,26.1152768853501,860941417.4856342,4220.14661215949
run_25,DONE,true,true,false,2,153.79296278953552,36.68186323092171,128.77700693756194,0.819623389494549,34.98513379583746,209.52700000000002,10.316770583333332,18.952416666666668,41925,12924939,75.1940719835537,1059781988.2886598,5252.490651975631
run_26,DONE,false,false,true,3,151.27202224731445,6.901216893342878,67.34216177523264,3.1918396564065854,33.571939871152466,173.58483333333334,10.350163666666667,19.334833333333332,61668,260928840,30.786435192253144,874310882.8099607,4562.68993443799
run_27,DONE,false,true,true,5,156.18221759796143,6.949793672627235,64.38583218707015,3.2895460797799174,40.577716643741404,136.68208333333334,10.650059333333333,27.591916666666666,73145,208705461,29.351929213411065,859278815.939279,4700.823144893885
run_28,DONE,false,true,true,6,137.9284553527832,6.85625,64.42734375,2.684375,32.578125,145.333,9.116737333333333,23.513,58406,193484481,29.10897350516665,858198639.3682699,4150.00551982069
run_29,DONE,false,true,false,2,160.10163617134094,37.23692307692308,140.29128205128205,0.9415384615384615,36.0,215.3175,10.91683566666667,18.846833333333336,34335,10977902,77.58352918654404,1068173754.5708978,5450.824412496805
run_30,DONE,false,false,false,6,142.26034688949585,37.52046783625731,141.95906432748538,0.8713450292397661,35.2046783625731,197.1008333333333,9.60032675,18.15575,4143,471266,78.56492310953605,1056606707.86053,4870.572835649968
run_31,DONE,false,true,true,7,143.19821500778198,6.843491346877351,64.38224228743417,3.2588412340105344,38.1489841986456,99.52875,9.533394166666666,26.577083333333338,62613,197498291,29.294190946950952,859111627.9502075,4314.086805146932
run_32,DONE,false,false,true,4,150.73246097564697,6.902767920511001,66.6749467707594,2.8140525195173884,34.84740951029099,189.9215,10.300089083333333,20.156083333333335,60378,251425769,30.86773988859099,874560553.7135348,4542.29792715311
run_33,DONE,true,false,true,6,155.45489192008972,6.914600550964187,65.48347107438016,2.486914600550964,40.97796143250689,206.14816666666664,10.65017,21.76516666666667,62139,233398333,25.57633939993625,863311279.0204082,4598.35784231782
