__run_id,__done,slam_offloaded,navigation_offloaded,obj_recognition_offloaded,repetition,mission_execution_s,avg_extraction_time_ms,avg_detection_time_ms,avg_detection_result_delay_ms,recognition_ratio,avg_goal_sending_delay_ms,avg_goal_processing_s,avg_nav_result_delay_ms,num_of_packets,size_of_packets,avg_cpu_util,avg_memory_util,energy_J
run_34,DONE,false,true,false,3,159.1889979839325,37.2020725388601,140.40725388601035,0.9678756476683937,36.58031088082902,215.04575,10.783485666666666,21.38525,33925,10831963,77.51745614387151,1068210436.468828,5421.974346019745
run_35,DONE,true,false,true,7,146.43458127975464,6.914768552534901,65.85966201322557,2.7714915503306394,40.778839088905215,189.93458333333334,9.900054833333334,21.093916666666665,62110,215233159,25.3868065725644,862397593.8078485,4344.947258906603
run_36,DONE,true,false,false,3,152.02651858329773,37.03611971104231,132.69453044375646,0.8441692466460269,38.286893704850364,177.69866666666667,10.316809833333334,19.574833333333334,17464,5261238,76.36296512845449,1068730251.6211627,5167.285571886301
run_37,DONE,true,true,false,3,163.55560111999512,37.51136363636363,129.84375,0.8759469696969697,39.96212121212121,237.11341666666667,11.016740916666665,16.229000000000003,44465,13753346,74.77543939367217,1068862504.3638569,5441.314215509653
run_38,DONE,false,false,true,5,152.37972450256348,6.79606188466948,66.09985935302392,2.6744022503516174,36.708860759493675,189.45366666666663,10.333690166666667,16.356166666666667,62774,256537912,30.633355084879344,876548263.7815344,4542.480749518156
run_39,DONE,false,true,true,8,146.02958941459656,6.820324005891016,64.11045655375553,2.8630338733431517,36.156111929307805,148.2305,9.766747583333332,26.605249999999998,67038,195569056,30.081559392638127,861069539.7098305,4368.415904865504
run_40,DONE,false,true,false,4,153.17625403404236,36.79849137931034,140.3125,0.8933189655172413,33.189655172413794,218.13608333333335,10.333379500000001,20.06775,32784,10492196,77.57535555384291,1061150696.1552393,5220.996855221749
run_41,DONE,true,true,true,5,151.84279584884644,6.807773851590106,64.31378091872791,3.257243816254417,39.081272084805654,160.53558333333334,10.233403166666667,30.477916666666662,70553,193672491,23.783366040318757,850597467.1780822,4488.213136431932
run_42,DONE,true,false,false,4,144.08042287826538,36.62828947368421,132.21271929824562,0.8333333333333334,36.18421052631579,177.99091666666666,9.63353,20.062416666666664,16521,5058826,76.01672384021862,1055340105.6462492,4877.255155240536
run_43,DONE,true,false,false,5,150.84598803520203,36.73948717948718,131.02666666666667,0.8656410256410256,36.30769230769231,161.04341666666664,10.31671225,19.661,17485,5351594,76.29322784970576,1068622780.0026299,5131.584145018339
run_44,DONE,false,false,false,7,148.59386944770813,36.71333333333333,141.49444444444444,0.9833333333333333,36.11111111111111,177.04408333333333,10.15000975,19.529500000000002,4768,536072,78.636497166705,1061873469.6042781,5056.177848953247
run_45,DONE,false,true,false,5,154.97493743896484,37.162393162393165,140.48290598290598,0.9465811965811965,36.11111111111111,217.11425,10.450079583333332,16.722833333333337,32883,10530318,77.5360842599216,1061579397.9782469,5280.457237729788
run_46,DONE,false,false,false,8,144.2280683517456,36.59496567505721,141.2482837528604,0.9187643020594966,35.81235697940504,162.06108333333333,9.867065,17.540583333333334,4456,504172,79.02278021952242,1058448927.3613214,4921.587215837002
run_47,DONE,false,false,false,9,148.27326107025146,36.992213570634036,141.43047830923248,0.9299221357063404,35.92880978865406,162.024,10.183336250000002,12.973083333333335,4450,504724,78.9367290642562,1064038498.8310992,5060.292446843624
run_48,DONE,true,false,true,8,150.36536741256714,6.889601139601139,65.65669515669515,2.8504273504273505,39.1025641025641,172.83175000000003,10.25011775,22.5505,65186,222421739,25.281806304569532,861898899.1535926,4434.356139281511
run_49,DONE,false,false,true,6,139.9668526649475,6.780864197530864,65.61188271604938,2.8117283950617282,35.648148148148145,189.7775,9.383606999999998,25.8655,61812,223426975,30.655869913573312,873270618.1612448,4211.540842813969
run_50,DONE,true,true,true,6,143.38527965545654,6.795488721804511,64.38120300751879,2.531578947368421,35.26315789473684,177.47883333333334,9.48340225,27.118916666666667,65343,183831942,24.14361636370441,846686738.0207039,4241.322112965107
run_51,DONE,true,true,false,4,145.31348633766174,36.59408033826639,129.03276955602536,0.8477801268498943,39.64059196617336,213.812,9.633333250000002,19.521416666666667,39954,12323231,75.08331039621005,1047436597.7111716,4907.139479580164
run_52,DONE,true,false,false,6,151.39613556861877,36.56378600823045,131.98559670781893,0.852880658436214,36.31687242798354,192.88641666666663,10.317043750000002,19.736500000000003,17608,5353221,76.44937685231693,1068497987.8190163,5119.638953653813
run_53,DONE,false,true,false,6,145.59243941307068,36.82025028441411,140.1990898748578,0.9340159271899886,33.56086461888509,211.11466666666664,9.700074500000001,18.394166666666663,30915,9898307,77.62711162398232,1050620657.3514986,4960.232407025099
run_54,DONE,true,true,false,5,149.42920517921448,36.51632653061225,128.75204081632654,0.8214285714285714,35.91836734693877,211.87233333333336,9.983450833333332,23.093499999999995,41082,12677449,75.43660458076538,1057898990.3448275,5083.140161455154
run_55,DONE,true,false,true,9,143.864586353302,4.8691729323308275,51.666917293233084,2.8601503759398494,34.51127819548872,189.83566666666664,9.650127666666666,18.12,94192,318035328,25.432575847820146,864116448.2644628,4197.934948661327
run_56,DONE,true,true,false,6,150.3431375026703,36.08853118712273,127.36116700201207,0.852112676056338,34.205231388329985,213.36124999999996,10.066748250000002,16.8905,42075,12820314,75.21976267144929,1062111863.3992095,5077.5412417140005
run_57,DONE,true,true,false,7,154.11306047439575,36.49064039408867,128.53793103448277,0.9014778325123153,40.09852216748768,214.2598333333333,10.366725166666667,14.098333333333331,41940,12990229,75.56424422800733,1064567226.526045,5224.077719417811
run_58,DONE,true,true,true,7,153.0080761909485,5.056657223796034,52.09065155807365,4.640934844192635,36.756373937677054,124.77283333333332,10.233413166666667,29.230666666666664,100531,297304434,24.552233060509643,850135006.8608414,4492.308804833889
run_59,DONE,false,false,true,7,153.35662627220154,5.370292887029288,55.276847977684795,2.677126917712692,37.58716875871688,189.89875000000004,10.516813,20.871583333333334,82080,357707376,30.783473304196892,878509135.9896708,4553.090797942877
run_60,DONE,true,true,false,8,148.8560085296631,36.63319672131148,128.32069672131146,0.8452868852459017,36.98770491803279,211.97033333333331,9.966787416666666,18.07558333333333,40602,12593665,75.13785742317448,1057531436.6254158,5020.555217334986
run_61,DONE,true,true,true,8,154.2864077091217,5.131852879944483,52.27897293546148,2.717557251908397,40.458015267175576,175.28541666666663,10.500045916666666,26.585333333333327,98409,294255903,23.82686382332927,852583660.9151671,4521.544995796442
run_62,DONE,true,false,false,7,145.85869550704956,36.671657754010695,131.6085561497326,0.8299465240641711,34.01069518716577,161.55991666666668,9.816799833333334,16.80691666666667,16612,5118097,76.32865877196933,1064749595.5343771,4907.43529180932
run_63,DONE,false,false,true,8,139.14678382873535,5.106283941039566,53.54538401861908,2.7812257564003104,34.98836307214896,189.9416666666667,9.300122833333335,28.6855,76938,335820549,30.520099832938556,877901218.212402,4131.294911199093
run_64,DONE,true,true,false,9,151.75104308128357,36.759315206445116,128.73917421953675,0.8761329305135952,34.94461228600201,217.15374999999997,10.16674425,19.018666666666665,41333,12773846,75.23500959831154,1058240227.0725017,5118.616249712467
run_65,DONE,false,true,false,7,156.65721130371094,37.09205020920502,139.26255230125523,0.9675732217573222,36.71548117154811,211.5644166666667,10.633413416666667,14.438833333333333,33431,10735295,77.49013262681763,1068126537.027198,5295.665676393509
run_66,DONE,false,false,true,9,139.3908133506775,5.221792890262751,53.767387944358575,2.830757341576507,37.789799072642964,205.93833333333328,9.316842333333332,29.302666666666664,79840,323627112,31.60552808800798,877148074.3642807,4164.761303904534
run_67,DONE,false,true,false,8,158.97527265548706,37.24794238683128,139.4835390946502,0.9300411522633745,40.22633744855967,212.1725,10.850094666666665,18.316166666666664,34126,10874904,77.7061757160884,1073311769.5520898,5339.929709112645
run_68,DONE,false,true,true,9,144.03110814094543,5.09932785660941,52.132188200149365,2.570575056011949,36.445108289768484,175.54683333333332,9.583384083333334,25.569083333333328,91754,293848296,29.93562588107963,863096437.6121045,4274.733804312229
run_69,DONE,true,true,false,10,147.5512499809265,36.964948453608244,127.87731958762886,0.8948453608247423,37.93814432989691,213.14175,9.900127083333333,17.981166666666667,41155,12600093,75.08174472143186,1057545126.6577181,4967.07945993805
run_70,DONE,false,true,true,10,144.1822953224182,5.082774049217003,52.07904548844146,2.7531692766592095,37.65846383296048,195.76725,9.583390750000001,31.67533333333333,91119,297393183,29.23807564895997,863686754.5292096,4272.989860577583
run_71,DONE,true,true,true,9,144.1075520515442,5.414179104477612,54.397014925373135,2.0798507462686566,37.76119402985075,124.83491666666664,9.666737000000003,29.761416666666673,92127,257592966,23.916049468010378,851127581.1467764,4203.310758891821
run_72,DONE,true,false,true,10,144.88604593276978,5.409665427509293,54.924907063197026,3.0676579925650556,37.62081784386617,156.505,9.816790999999998,24.454000000000004,80928,300142192,25.61205486990001,867596417.0520548,4246.763005194425
run_73,DONE,true,false,false,8,148.62964868545532,36.94665271966527,131.46861924686192,0.8347280334728033,35.87866108786611,146.25658333333334,10.117133166666667,18.11025,17017,5238473,76.25193567428792,1071255992.2242991,4994.410453758716
run_74,DONE,false,false,false,10,148.40816736221313,37.0659217877095,141.68379888268157,0.9363128491620112,38.88268156424581,143.774,10.150278250000001,19.114416666666667,4478,507416,78.56060176836607,1068540117.7043478,5002.877298017025
run_75,DONE,true,false,false,9,151.9649143218994,37.339157245632066,132.30524152106887,0.8550873586844809,41.21274409044193,194.38375000000005,10.383466416666668,17.733166666666666,17504,5371580,76.33520553907796,1073944371.3337688,5125.4110210194585
run_76,DONE,true,true,true,10,161.24060821533203,5.055592322964924,52.01786896095301,3.328259430840503,44.40767703507611,141.91025000000002,11.050060499999999,28.86258333333333,105950,312966975,24.493296499475196,852689933.8548585,4688.414181263685
run_77,DONE,false,false,true,10,143.03024888038635,5.332832456799399,54.796393688955675,2.0022539444027045,38.467317806160786,206.1964166666667,9.616818333333333,18.818583333333336,86096,315954141,30.253878207087848,877859445.7174516,4236.133490083933
run_78,DONE,true,false,false,10,142.9276020526886,36.701312910284464,131.66083150984682,0.8708971553610503,35.667396061269145,192.448,9.550540166666666,23.6785,16228,4967427,76.30596781868971,1062973584.9659958,4798.2740842344765
run_79,DONE,false,true,false,9,163.38077783584595,38.1239837398374,142.0772357723577,0.9298780487804879,39.329268292682926,211.52075,11.066718333333334,19.67758333333333,33790,11050708,77.77128095343103,1075853594.2683668,5485.783441598654
run_80,DONE,false,true,false,10,143.27205395698547,36.66781214203895,139.08591065292097,0.9988545246277205,33.56242840778923,212.11525000000003,9.5501205,19.430916666666672,30383,9765866,77.48977871033368,1055808673.2375691,4842.533074720859
